
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
92,Onterrio Smith,MIN,24,11,6,45,36,394,10.9,2,63,3.3,35.8,2
93,Fred Taylor,JAX,28,14,14,58,36,345,9.6,1,64,2.6,24.6,3
94,Kevan Barlow,SFO,25,15,14,45,35,212,6.1,0,15,2.3,14.1,2
95,Deion Branch,NWE,25,9,9,51,35,454,13.0,4,26,3.9,50.4,1
96,Plaxico Burress,PIT,27,11,11,59,35,698,19.9,5,48,3.2,63.5,1
97,Kevin Johnson,BAL,28,16,5,61,35,373,10.7,1,35,2.2,23.3,1
98,Bubba Franks,GNB,26,16,14,50,34,361,10.6,7,29,2.1,22.6,0
99,William Henderson*+,GNB,33,16,8,40,34,239,7.0,3,38,2.1,14.9,0
100,Kris Mangum,CAR,31,15,10,58,34,323,9.5,3,26,2.3,21.5,0
101,Deuce McAllister,NOR,26,14,14,48,34,228,6.7,0,20,2.4,16.3,5
102,Jerome Pathon,NOR,29,15,7,67,34,581,17.1,1,38,2.3,38.7,1
103,Ricky Proehl,CAR,36,16,3,70,34,497,14.6,0,34,2.1,31.1,0
104,L.J. Smith,PHI,24,16,8,54,34,377,11.1,5,31,2.1,23.6,0
105,Travis Taylor,BAL,25,10,9,80,34,421,12.4,0,47,3.4,42.1,1
106,Doug Gabriel,OAK,24,16,5,79,33,551,16.7,2,58,2.1,34.4,2
107,Joey Galloway,TAM,33,10,7,53,33,416,12.6,5,36,3.3,41.6,3
108,Ben Troupe,TEN,22,14,7,54,33,329,10.0,1,33,2.4,23.5,2
109,Boo Williams,NOR,25,16,7,75,33,362,11.0,2,22,2.1,22.6,2
110,Kevin Curtis,STL,26,15,0,50,32,421,13.2,2,41,2.1,28.1,1
111,Reuben Droughns,DEN,26,16,15,44,32,241,7.5,2,23,2.0,15.1,5
112,J.R. Redmond,OAK,27,16,1,50,32,233,7.3,0,22,2.0,14.6,2
113,Wayne Chrebet,NYJ,31,16,1,54,31,397,12.8,1,35,1.9,24.8,0
114,Az-Zahir Hakim,DET,27,12,5,57,31,533,17.2,3,39,2.6,44.4,0
115,Keenan McCardell,SDG,34,7,6,58,31,393,12.7,1,31,4.4,56.1,0
116,Quincy Morgan,2TM,27,15,12,68,31,404,13.0,3,53,2.1,26.9,1
117,Koren Robinson,SEA,24,10,8,67,31,495,16.0,2,33,3.1,49.5,0
118,Jerramy Stevens,SEA,25,16,5,47,31,349,11.3,3,32,1.9,21.8,0
119,Kelley Washington,CIN,25,16,2,50,31,378,12.2,3,28,1.9,23.6,0
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
120,Darius Watts,DEN,23,16,2,53,31,385,12.4,1,28,1.9,24.1,1
121,Daniel Graham,NWE,26,14,14,48,30,364,12.1,7,48,2.1,26.0,0
122,Jerry Rice,2TM,42,17,14,64,30,429,14.3,3,56,1.8,25.2,0
123,Chester Taylor,BAL,25,16,4,38,30,184,6.1,0,23,1.9,11.5,1
124,Dez White,ATL,25,16,15,56,30,370,12.3,2,54,1.9,23.1,0
125,Mike Alstott,TAM,31,14,11,41,29,202,7.0,0,20,2.1,14.4,2
126,Derick Armstrong,HOU,25,14,1,39,29,415,14.3,1,44,2.1,29.6,0
127,Warrick Dunn,ATL,29,16,16,39,29,294,10.1,0,59,1.8,18.4,3
128,Chad Lewis,PHI,33,15,9,46,29,267,9.2,3,21,1.9,17.8,0
129,Marcus Pollard,IND,32,13,13,41,29,309,10.7,6,31,2.2,23.8,0
130,Aaron Stecker,NOR,29,16,3,38,29,174,6.0,0,26,1.8,10.9,1
131,Steve Heiden,CLE,28,13,13,42,28,287,10.3,5,30,2.2,22.1,1
132,Kevin Jones,DET,22,15,14,41,28,180,6.4,1,34,1.9,12.0,2
133,Patrick Pass,NWE,27,14,4,32,28,215,7.7,0,22,2.0,15.4,1
134,Tai Streets,DET,27,13,12,56,28,260,9.3,1,22,2.2,20.0,0
135,LaBrandon Toefield,JAX,24,14,0,34,28,151,5.4,1,16,2.0,10.8,1
136,Corey Bradford,HOU,29,15,10,54,27,399,14.8,3,47,1.8,26.6,0
137,Todd Heap,BAL,24,6,5,44,27,303,11.2,3,37,4.5,50.5,0
138,Doug Jolley,OAK,25,16,13,48,27,313,11.6,2,34,1.7,19.6,0
139,Joe Jurevicius,TAM,30,10,3,37,27,333,12.3,2,42,2.7,33.3,0
140,Mewelde Moore,MIN,22,10,3,32,27,238,8.8,0,26,2.7,23.8,0
141,Reggie Williams,JAX,21,16,15,54,27,268,9.9,1,26,1.7,16.8,1
142,Richie Anderson,DAL,33,12,4,41,26,207,8.0,0,28,2.2,17.3,1
143,Kevin Faulk,NWE,28,11,1,30,26,248,9.5,1,31,2.4,22.5,2
144,Randy Hymes,BAL,25,14,7,48,26,323,12.4,2,57,1.9,23.1,0
145,Aaron Shea,CLE,28,15,8,48,26,252,9.7,4,35,1.7,16.8,0
146,Derrick Blaylock,KAN,25,12,5,36,25,246,9.8,1,30,2.1,20.5,0
147,Dallas Clark,IND,25,15,13,39,25,423,16.9,5,80,1.7,28.2,2
148,Dante Hall,KAN,26,16,6,38,25,230,9.2,0,22,1.6,14.4,1
149,Erron Kinney,TEN,27,9,9,30,25,193,7.7,3,21,2.8,21.4,0
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
150,Shad Meier,TEN,26,14,6,36,25,127,5.1,2,29,1.8,9.1,1
151,Kenny Watson,CIN,26,16,0,35,25,171,6.8,1,21,1.6,10.7,2
152,Daniel Wilcox,BAL,27,16,5,35,25,219,8.8,1,20,1.6,13.7,1
153,Tim Brown,TAM,38,15,4,31,24,200,8.3,1,21,1.6,13.3,2
154,Desmond Clark,CHI,27,15,13,49,24,282,11.8,1,31,1.6,18.8,1
155,Robert Ferguson,GNB,25,13,5,49,24,367,15.3,1,48,1.8,28.2,1
156,Terry Glenn,DAL,30,6,6,38,24,400,16.7,2,48,4.0,66.7,0
157,Clarence Moore,BAL,22,15,6,58,24,293,12.2,4,52,1.6,19.5,0
158,Shaun Alexander*,SEA,27,16,16,38,23,170,7.4,4,24,1.4,10.6,5
159,Brian Finneran,ATL,28,12,1,33,23,258,11.2,2,26,1.9,21.5,1
160,Itula Mili,SEA,31,15,4,36,23,240,10.4,1,20,1.5,16.0,0
161,Derrius Thompson,MIA,27,16,3,48,23,359,15.6,4,36,1.4,22.4,0
162,Dwayne Carswell,DEN,32,15,14,36,22,198,9.0,1,20,1.5,13.2,0
163,Antonio Chatman,GNB,25,16,2,45,22,246,11.2,1,21,1.4,15.4,3
164,Justin Griffith,ATL,24,12,11,31,22,220,10.0,1,62,1.8,18.3,0
165,Larry Johnson,KAN,25,10,3,29,22,278,12.6,2,40,2.2,27.8,0
166,Willis McGahee,BUF,23,16,11,36,22,169,7.7,0,16,1.4,10.6,4
167,Freddie Mitchell,PHI,26,16,9,45,22,377,17.1,2,60,1.4,23.6,0
168,Sammy Morris,MIA,27,13,8,28,22,124,5.6,0,24,1.7,9.5,1
169,Antowain Smith,TEN,32,13,4,26,22,169,7.7,0,31,1.7,13.0,2
170,Michael Bennett,MIN,26,11,7,23,21,207,9.9,1,38,1.9,18.8,1
171,Brad Hoover,CAR,28,14,9,32,21,161,7.7,2,34,1.5,11.5,0
172,Terry Jackson,SFO,28,16,0,30,21,139,6.6,0,22,1.3,8.7,3
173,Matt Schobel,CIN,26,16,1,33,21,201,9.6,4,76,1.3,12.6,1
174,Mack Strong,SEA,33,16,13,31,21,99,4.7,0,13,1.3,6.2,2
175,Moe Williams,MIN,30,14,1,27,21,233,11.1,1,28,1.5,16.6,0
176,Eddie Berlin,TEN,26,16,1,41,20,278,13.9,1,31,1.3,17.4,0
177,Chris Brown,TEN,23,11,11,33,20,147,7.4,0,21,1.8,13.4,6
178,Terry Jones,BAL,25,15,11,29,20,152,7.6,1,19,1.3,10.1,0
179,Lee Suggs,CLE,24,10,3,36,20,178,8.9,1,59,2.0,17.8,6
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
180,Obafemi Ayanbadejo,ARI,29,16,5,25,19,171,9.0,1,21,1.2,10.7,1
181,Kelly Campbell,MIN,24,16,3,32,19,364,19.2,1,61,1.2,22.8,1
182,Troy Fleming,TEN,24,16,0,28,19,164,8.6,2,37,1.2,10.3,0
183,Priest Holmes,KAN,31,8,8,25,19,187,9.8,1,52,2.4,23.4,4
184,Steven Jackson,STL,21,14,3,24,19,189,9.9,0,28,1.4,13.5,1
185,Tony Richardson*,KAN,33,16,16,26,19,118,6.2,0,22,1.2,7.4,0
186,Ernest Wilford,JAX,25,15,3,35,19,271,14.3,2,46,1.3,18.1,0
187,Chris Baker,NYJ,25,16,0,29,18,182,10.1,4,23,1.1,11.4,1
188,Reche Caldwell,SDG,25,6,6,29,18,310,17.2,3,58,3.0,51.7,1
189,Verron Haynes,PIT,25,13,0,23,18,142,7.9,2,26,1.4,10.9,0
190,Josh Scobey,ARI,25,12,0,21,18,191,10.6,0,42,1.5,15.9,1
191,Reggie Swinton,DET,29,13,1,31,18,213,11.8,1,28,1.4,16.4,1
192,Karl Williams,ARI,33,15,2,30,18,197,10.9,0,33,1.2,13.1,4
193,Troy Brown,NWE,33,12,0,29,17,184,10.8,1,22,1.4,15.3,1
194,Mark Campbell,BUF,29,12,12,30,17,203,11.9,5,27,1.4,16.9,1
195,Jason Dunn,KAN,31,16,0,25,17,120,7.1,3,17,1.1,7.5,0
196,Julius Jones,DAL,23,8,7,26,17,109,6.4,0,37,2.1,13.6,3
197,Greg Lewis,PHI,24,16,3,37,17,183,10.8,0,25,1.1,11.4,0
198,Billy Miller,HOU,27,16,8,33,17,178,10.5,1,27,1.1,11.1,1
199,Daimon Shelton,BUF,32,16,12,24,17,114,6.7,0,24,1.1,7.1,0
200,Anthony Thomas,CHI,27,12,2,23,17,132,7.8,0,30,1.4,11.0,1
201,James Thrash,WAS,29,16,3,21,17,203,11.9,0,31,1.1,12.7,0
202,Zack Crockett,OAK,32,16,9,20,16,87,5.4,0,11,1.0,5.4,0
203,Andre' Davis,CLE,25,7,7,10,16,416,26.0,2,99,2.3,59.4,0
204,Christian Fauria,NWE,33,16,10,20,16,195,12.2,2,25,1.0,12.2,0
205,Maurice Hicks,SFO,26,9,2,25,16,154,9.6,0,19,1.8,17.1,3
206,Taylor Jacobs,WAS,23,15,4,27,16,178,11.1,0,45,1.1,11.9,0
207,Jeremi Johnson,CIN,24,16,6,18,16,53,3.3,1,9,1.0,3.3,1
208,Josh Reed,BUF,24,12,1,36,16,153,9.6,0,20,1.3,12.8,0
209,Bernard Berrian,CHI,24,16,1,44,15,225,15.0,2,49,0.9,14.1,0
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
210,Ladell Betts,WAS,25,16,1,25,15,108,7.2,0,20,0.9,6.8,0
211,Corey Dillon*,NWE,30,15,14,21,15,103,6.9,1,20,1.0,6.9,5
212,Jim Finn,NYG,28,16,9,18,15,112,7.5,0,15,0.9,7.0,0
213,Bryan Gilmore,MIA,26,16,2,34,15,206,13.7,1,37,0.9,12.9,1
214,Chris Horn,KAN,27,14,0,27,15,178,11.9,1,30,1.1,12.7,0
215,Rudi Johnson*,CIN,25,16,16,28,15,84,5.6,0,30,0.9,5.3,4
216,LaMont Jordan,NYJ,26,16,0,16,15,112,7.5,0,25,0.9,7.0,1
217,Reggie Kelly,CIN,27,16,15,21,15,85,5.7,0,14,0.9,5.3,0
218,Charles Lee,TAM,27,7,3,22,15,207,13.8,0,35,2.1,29.6,1
219,Brandon Manumaleuna,STL,24,16,16,21,15,174,11.6,1,48,0.9,10.9,0
220,Kassim Osgood,SDG,24,16,7,33,15,308,20.5,2,65,0.9,19.3,0
221,Emmitt Smith,ARI,35,15,15,20,15,105,7.0,0,18,1.0,7.0,4
222,Tyrone Wheatley,OAK,32,8,7,15,15,78,5.2,0,20,1.9,9.8,0
223,Kyle Brady,JAX,32,11,8,23,14,103,7.4,1,21,1.3,9.4,0
224,William Green,CLE,25,15,13,22,14,84,6.0,0,17,0.9,5.6,3
225,Bryan Johnson,CHI,26,12,6,25,14,55,3.9,2,14,1.2,4.6,0
226,Reno Mahe,PHI,24,11,0,16,14,123,8.8,0,30,1.3,11.2,1
227,Todd Yoder,JAX,26,16,8,22,14,157,11.2,0,56,0.9,9.8,0
228,Courtney Anderson,OAK,24,9,4,21,13,175,13.5,1,28,1.4,19.4,0
229,Anthony Becht,NYJ,27,16,16,28,13,100,7.7,1,19,0.8,6.3,0
230,Lamar Gordon,MIA,24,3,2,19,13,74,5.7,0,20,4.3,24.7,1
231,Frisman Jackson,CLE,25,10,0,19,13,168,12.9,0,24,1.3,16.8,1
232,Donald Lee,MIA,24,16,10,20,13,110,8.5,1,15,0.8,6.9,2
233,Dane Looker,STL,28,14,0,26,13,183,14.1,0,29,0.9,13.1,1
234,Jason McKie,CHI,24,15,2,17,13,70,5.4,2,15,0.9,4.7,1
235,Travis Minor,MIA,25,11,4,27,13,75,5.8,0,20,1.2,6.8,0
236,Lorenzo Neal,SDG,34,16,10,19,13,66,5.1,0,12,0.8,4.1,1
237,Mike Seidman,CAR,23,16,6,13,13,123,9.5,2,27,0.8,7.7,0
238,Tim Carter,NYG,25,5,0,18,12,182,15.2,1,38,2.4,36.4,0
239,Patrick Crayton,DAL,25,8,0,15,12,162,13.5,1,39,1.5,20.3,0
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
240,Justin Gage,CHI,23,16,2,28,12,156,13.0,0,32,0.8,9.8,0
241,Will Heller,TAM,23,10,2,16,12,98,8.2,1,22,1.2,9.8,1
242,Sam Aiken,BUF,24,16,0,18,11,148,13.5,0,54,0.7,9.3,0
243,Tim Euhus,BUF,24,12,5,15,11,98,8.9,2,17,0.9,8.2,0
244,Justin Fargas,OAK,24,12,0,14,11,68,6.2,0,21,0.9,5.7,1
245,Joey Goodspeed,STL,26,16,5,16,11,71,6.5,0,13,0.7,4.4,1
246,Robert Holcombe,TEN,29,16,8,21,11,60,5.5,0,9,0.7,3.8,0
247,Dustin Lyman,CHI,28,16,10,23,11,73,6.6,1,13,0.7,4.6,0
248,Artose Pinner,DET,26,9,2,11,11,72,6.5,0,26,1.2,8.0,0
249,Alan Ricard,BAL,27,16,9,14,11,39,3.5,0,8,0.7,2.4,0
250,Peter Warrick,CIN,27,4,1,17,11,127,11.5,0,30,2.8,31.8,0
251,Jonathan Wells,HOU,25,16,1,16,11,79,7.2,2,28,0.7,4.9,1
252,Darian Barnes,DAL,24,16,10,14,10,59,5.9,1,14,0.6,3.7,1
253,Fred Beasley,SFO,30,14,10,25,10,44,4.4,0,9,0.7,3.1,0
254,Jonathan Carter,NYJ,25,13,1,16,10,173,17.3,1,46,0.8,13.3,2
255,Ernie Conwell,NOR,32,16,11,19,10,102,10.2,1,28,0.6,6.4,0
256,Casey Fitzsimmons,DET,24,16,2,14,10,103,10.3,0,27,0.6,6.4,0
257,Quentin Griffin,DEN,23,6,4,14,10,68,6.8,1,22,1.7,11.3,3
258,Travis Henry,BUF,26,10,5,14,10,45,4.5,0,10,1.0,4.5,0
259,Bethel Johnson,NWE,25,13,1,21,10,174,17.4,1,48,0.8,13.4,2
260,Dan Kreider,PIT,27,16,9,14,10,75,7.5,1,13,0.6,4.7,0
261,Jamal Lewis,BAL,25,12,12,12,10,116,11.6,0,46,0.8,9.7,2
262,Justin Peelle,SDG,25,16,4,20,10,84,8.4,2,17,0.6,5.3,1
263,Cory Schlesinger,DET,32,13,11,16,10,91,9.1,3,30,0.8,7.0,0
264,Tony Stewart,CIN,25,16,9,25,10,48,4.8,1,9,0.6,3.0,0
265,David Tyree,NYG,24,16,1,17,10,155,15.5,1,49,0.6,9.7,0
266,Aaron Walker,SFO,24,16,4,15,10,115,11.5,0,30,0.6,7.2,0
267,George Wrighster,JAX,23,4,3,14,10,69,6.9,1,12,2.5,17.3,1
268,Sean Berton,MIN,25,14,7,11,9,78,8.7,0,14,0.6,5.6,0
269,Darnell Dinkins,BAL,27,10,4,15,9,94,10.4,1,18,0.9,9.4,0
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
270,DeShaun Foster,CAR,24,4,3,10,9,76,8.4,0,42,2.3,19.0,0
271,Charlie Garner,TAM,32,3,3,14,9,62,6.9,0,31,3.0,20.7,0
272,Eddie George,DAL,31,13,8,13,9,83,9.2,0,28,0.7,6.4,3
273,Cortez Hankton,JAX,23,12,0,9,9,81,9.0,2,14,0.8,6.8,0
274,Kyle Johnson,DEN,26,14,3,13,9,126,14.0,2,31,0.6,9.0,0
275,Teyo Johnson,OAK,23,8,1,13,9,131,14.6,2,25,1.1,16.4,0
276,Dorsey Levens,PHI,34,15,5,14,9,92,10.2,0,23,0.6,6.1,0
277,Lee Mays,PIT,26,16,1,23,9,137,15.2,0,46,0.6,8.6,0
278,Maurice Morris,SEA,25,15,0,20,9,53,5.9,0,12,0.6,3.5,0
279,Samie Parker,KAN,23,4,0,13,9,137,15.2,1,48,2.3,34.3,0
280,Josh Parry,PHI,26,13,4,18,9,75,8.3,0,22,0.7,5.8,0
281,Jerame Tuman,PIT,28,16,16,20,9,89,9.9,3,26,0.6,5.6,0
282,Alvis Whitted,OAK,30,11,5,25,9,227,25.2,2,57,0.8,20.6,0
283,Arnaz Battle,SFO,24,14,0,15,8,143,17.9,0,65,0.6,10.2,2
284,Ryan Hannam,SEA,24,16,0,12,8,110,13.8,0,36,0.5,6.9,0
285,Patrick Hape,DEN,30,16,5,17,8,35,4.4,4,11,0.5,2.2,0
286,Nate Jackson,DEN,25,12,0,11,8,73,9.1,0,20,0.7,6.1,0
287,Rob Konrad,MIA,28,10,1,18,8,69,8.6,1,20,0.8,6.9,0
288,Michael Lewis,NOR,33,14,1,13,8,127,15.9,0,30,0.6,9.1,1
289,Richard Owens,MIN,24,7,2,8,8,69,8.6,0,18,1.1,9.9,0
290,Robert Royal,WAS,25,14,9,15,8,70,8.8,4,23,0.6,5.0,0
291,Kevin Walter,CIN,23,16,0,9,8,67,8.4,0,18,0.5,4.2,0
292,Jed Weaver,NWE,28,10,1,12,8,93,11.6,0,25,0.8,9.3,0
293,Cam Cleeland,STL,29,16,9,12,7,57,8.1,0,15,0.4,3.6,0
294,Jameel Cook,TAM,25,12,5,12,7,44,6.3,1,9,0.6,3.7,0
295,Terrance Copper,DAL,22,10,0,20,7,84,12.0,1,22,0.7,8.4,0
296,Marc Edwards,JAX,30,13,5,8,7,41,5.9,0,15,0.5,3.2,0
297,Michael Jenkins,ATL,22,16,0,20,7,119,17.0,0,46,0.4,7.4,0
298,James Mungro,IND,26,15,0,8,7,36,5.1,3,16,0.5,2.4,0
299,Jay Riemersma,PIT,31,11,2,9,7,82,11.7,2,26,0.6,7.5,0
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
