
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
23,Chris Cooley,WAS,23,16,16,103,71,774,10.9,7,32,4.4,48.4,3
24,Keyshawn Johnson,DAL,33,16,14,123,71,839,11.8,6,34,4.4,52.4,3
25,LaMont Jordan,OAK,27,14,14,103,70,563,8.0,2,28,5.0,40.2,2
26,Keenan McCardell,SDG,35,16,16,108,70,917,13.1,9,54,4.4,57.3,0
27,Jimmy Smith,JAX,36,16,16,128,70,1023,14.6,6,45,4.4,63.9,0
28,Donte' Stallworth,NOR,25,16,13,129,70,945,13.5,7,43,4.4,59.1,1
29,Antonio Bryant,CLE,24,16,15,123,69,1009,14.6,4,54,4.3,63.1,1
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
30,Hines Ward,PIT,29,15,15,114,69,975,14.1,11,85,4.6,65.0,1
31,Jermaine Wiggins,MIN,30,16,8,92,69,568,8.2,1,24,4.3,35.5,0
32,Eddie Kennison,KAN,32,16,16,108,68,1102,16.2,5,55,4.3,68.9,1
33,Bobby Engram,SEA,32,13,13,97,67,778,11.6,3,56,5.2,59.8,2
34,Jason Witten*,DAL,23,16,16,89,66,757,11.5,6,34,4.1,47.3,0
35,Alge Crumpler*,ATL,28,16,16,118,65,877,13.5,5,48,4.1,54.8,1
36,Jeremy Shockey*,NYG,25,15,15,121,65,891,13.7,7,59,4.3,59.4,0
37,Muhsin Muhammad,CHI,32,15,15,136,64,750,11.7,4,33,4.3,50.0,0
38,Andre Johnson,HOU,24,13,13,114,63,688,10.9,2,53,4.8,52.9,1
39,Terry Glenn,DAL,31,16,16,119,62,1136,18.3,7,71,3.9,71.0,0
40,L.J. Smith,PHI,25,16,16,107,61,682,11.2,3,48,3.8,42.6,1
41,Brian Westbrook,PHI,26,12,12,96,61,616,10.1,4,62,5.1,51.3,0
42,Kevin Curtis,STL,27,16,9,97,60,801,13.4,6,83,3.8,50.1,2
43,Randy McMichael,MIA,26,16,16,104,60,582,9.7,5,30,3.8,36.4,1
44,Randy Moss,OAK,28,16,15,124,60,1005,16.8,8,79,3.8,62.8,0
45,Amani Toomer,NYG,31,16,16,109,60,684,11.4,7,37,3.8,42.8,0
46,David Givens,NWE,25,13,10,96,59,738,12.5,2,40,4.5,56.8,0
47,Drew Bennett,TEN,27,13,10,109,58,738,12.7,4,55,4.5,56.8,0
48,Eric Parker,SDG,26,15,9,80,57,725,12.7,3,49,3.8,48.3,2
49,Jabar Gaffney,HOU,25,16,13,90,55,492,8.9,2,29,3.4,30.8,0
50,Joe Jurevicius,SEA,31,16,11,84,55,694,12.6,10,52,3.4,43.4,1
51,Erron Kinney,TEN,28,14,14,72,55,543,9.9,2,27,3.9,38.8,0
52,Ben Troupe,TEN,23,15,11,80,55,530,9.6,4,35,3.7,35.3,2
53,Tiki Barber*+,NYG,30,16,16,70,54,530,9.8,2,48,3.4,33.1,1
54,Chris Perry,CIN,24,14,2,62,51,328,6.4,2,28,3.6,23.4,2
55,LaDainian Tomlinson*,SDG,26,16,16,77,51,370,7.3,2,41,3.2,23.1,3
56,Brian Finneran,ATL,29,16,7,81,50,611,12.2,2,53,3.1,38.2,0
57,Travis Taylor,MIN,26,16,13,90,50,604,12.1,4,31,3.1,37.8,1
58,Antonio Chatman,GNB,26,16,3,86,49,549,11.2,4,25,3.1,34.3,0
59,Joe Horn,NOR,33,13,13,103,49,654,13.3,1,30,3.8,50.3,2
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
60,Lee Evans,BUF,24,16,15,92,48,743,15.5,7,65,3.0,46.4,0
61,Tony Fisher,GNB,26,14,4,65,48,347,7.2,1,15,3.4,24.8,2
62,Greg Lewis,PHI,25,16,16,105,48,561,11.7,1,34,3.0,35.1,0
63,Brandon Lloyd,SFO,24,16,15,109,48,733,15.3,5,89,3.0,45.8,1
64,Terrell Owens,PHI,32,7,7,92,47,763,16.2,6,91,6.7,109.0,0
65,Shaun McDonald,STL,24,16,2,74,46,523,11.4,0,31,2.9,32.7,1
66,Marcus Pollard,DET,33,16,16,79,46,516,11.2,3,86,2.9,32.3,1
67,Jerramy Stevens,SEA,26,16,12,68,45,554,12.3,5,35,2.8,34.6,0
68,Roy Williams,DET,24,13,12,94,45,687,15.3,8,51,3.5,52.8,0
69,Mark Clayton,BAL,23,14,10,87,44,471,10.7,2,47,3.1,33.6,0
70,Marshall Faulk,STL,32,16,1,58,44,291,6.6,1,18,2.8,18.2,2
71,Edgerrin James*,IND,27,15,15,50,44,337,7.7,1,20,2.9,22.5,2
72,Reggie Brown,PHI,24,16,11,79,43,571,13.3,4,56,2.7,35.7,1
73,Steve Heiden,CLE,29,15,13,60,43,401,9.3,3,62,2.9,26.7,0
74,Steven Jackson,STL,22,15,15,55,43,320,7.4,2,27,2.9,21.3,3
75,Justin McCareins,NYJ,27,16,16,102,43,713,16.6,2,45,2.7,44.6,0
76,Ashley Lelie,DEN,25,16,13,88,42,770,18.3,1,56,2.6,48.1,0
77,Dennis Northcutt,CLE,28,16,7,77,42,441,10.5,2,58,2.6,27.6,0
78,Alex Smith,TAM,23,16,10,61,41,367,9.0,2,24,2.6,22.9,0
79,Brandon Stokley,IND,29,15,4,67,41,543,13.2,1,45,2.7,36.2,0
80,Chester Taylor,BAL,26,15,1,53,41,292,7.1,1,20,2.7,19.5,3
81,Ernest Wilford,JAX,26,16,8,74,41,681,16.6,7,39,2.6,42.6,0
82,Bryant Johnson,ARI,24,14,4,72,40,432,10.8,1,41,2.9,30.9,0
83,Scottie Vines,DET,26,13,11,71,40,417,10.4,0,40,3.1,32.1,0
84,Marty Booker,MIA,29,15,12,86,39,686,17.6,3,60,2.6,45.7,0
85,Troy Brown,NWE,34,13,3,59,39,466,11.9,2,71,3.0,35.8,0
86,Reuben Droughns,CLE,27,16,16,56,39,369,9.5,0,51,2.4,23.1,6
87,Heath Miller,PIT,23,16,15,52,39,459,11.8,6,50,2.4,28.7,0
88,Domanick Williams,HOU,25,11,11,48,39,337,8.6,4,33,3.5,30.6,2
89,Darrell Jackson,SEA,27,6,6,55,38,482,12.7,3,48,6.3,80.3,0
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
90,Shawn Bryson,DET,29,16,2,47,37,284,7.7,0,63,2.3,17.8,1
91,Dallas Clark,IND,26,15,14,52,37,488,13.2,4,56,2.5,32.5,0
92,Doug Gabriel,OAK,25,14,2,72,37,554,15.0,3,38,2.6,39.6,0
93,Mewelde Moore,MIN,23,16,8,49,37,339,9.2,2,29,2.3,21.2,2
94,Jeb Putzier,DEN,26,16,4,58,37,481,13.0,0,32,2.3,30.1,1
95,Bo Scaife,TEN,24,16,5,56,37,273,7.4,2,19,2.3,17.1,0
96,Isaac Bruce,STL,33,11,10,71,36,525,14.6,3,46,3.3,47.7,0
97,Michael Jenkins,ATL,23,14,12,71,36,508,14.1,3,58,2.6,36.3,1
98,Matt Jones,JAX,22,16,1,69,36,432,12.0,5,42,2.3,27.0,2
99,Samie Parker,KAN,24,12,9,58,36,533,14.8,3,49,3.0,44.4,2
100,Michael Pittman,TAM,30,16,4,46,36,300,8.3,1,41,2.3,18.8,1
101,Ike Hilliard,TAM,29,16,2,53,35,282,8.1,1,22,2.2,17.6,0
102,Zachary Hilton,NOR,25,15,6,56,35,396,11.3,1,29,2.3,26.4,0
103,Julius Jones,DAL,24,13,12,45,35,218,6.2,0,26,2.7,16.8,4
104,Antwaan Randle El,PIT,26,16,15,69,35,558,15.9,1,63,2.2,34.9,4
105,Marcel Shipp,ARI,27,15,11,44,35,255,7.3,0,28,2.3,17.0,4
106,Aaron Stecker,NOR,30,15,4,48,35,281,8.0,0,41,2.3,18.7,3
107,Reggie Williams,JAX,22,16,7,63,35,445,12.7,0,41,2.2,27.8,2
108,Obafemi Ayanbadejo,ARI,30,16,2,45,34,231,6.8,0,18,2.1,14.4,1
109,Corey Bradford,HOU,30,16,6,66,34,436,12.8,5,50,2.1,27.3,0
110,DeShaun Foster,CAR,25,15,5,48,34,372,10.9,1,47,2.3,24.8,2
111,Az-Zahir Hakim,NOR,28,12,2,58,34,489,14.4,2,42,2.8,40.8,1
112,Dante Hall,KAN,27,16,2,51,34,436,12.8,3,52,2.1,27.3,5
113,Larry Johnson*,KAN,26,16,9,49,33,343,10.4,1,36,2.1,21.4,5
114,Donald Lee,GNB,25,15,5,55,33,294,8.9,2,27,2.2,19.6,0
115,Arnaz Battle,SFO,25,10,8,54,32,363,11.3,3,39,3.2,36.3,1
116,Ronnie Brown,MIA,24,15,14,47,32,232,7.3,1,38,2.1,15.5,4
117,Michael Clayton,TAM,23,14,10,55,32,372,11.6,0,41,2.3,26.6,1
118,Braylon Edwards,CLE,22,10,7,59,32,512,16.0,3,80,3.2,51.2,0
119,Jamal Lewis,BAL,26,15,15,44,32,191,6.0,1,15,2.1,12.7,5
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
120,Alvin Pearman,JAX,23,16,0,36,32,240,7.5,0,19,2.0,15.0,4
121,Josh Reed,BUF,25,16,6,53,32,449,14.0,2,51,2.0,28.1,0
122,Kevan Barlow,SFO,26,12,12,42,31,241,7.8,0,24,2.6,20.1,2
123,Justin Gage,CHI,24,15,11,55,31,346,11.2,2,25,2.1,23.1,0
124,Chris Henry,CIN,22,14,5,50,31,422,13.6,6,47,2.2,30.1,2
125,Marcus Robinson,MIN,30,15,9,57,31,515,16.6,5,68,2.1,34.3,0
126,Nate Burleson,MIN,24,12,9,52,30,328,10.9,1,20,2.5,27.3,0
127,William Henderson,GNB,34,16,8,34,30,264,8.8,0,32,1.9,16.5,1
128,Clinton Portis,WAS,24,16,16,41,30,216,7.2,0,23,1.9,13.5,3
129,Warrick Dunn*,ATL,30,16,16,37,29,220,7.6,1,24,1.8,13.8,3
130,Kevin Faulk,NWE,29,8,2,37,29,260,9.0,0,23,3.6,32.5,3
131,Doug Jolley,NYJ,26,16,7,50,29,324,11.2,1,60,1.8,20.3,1
132,Ben Watson,NWE,25,15,9,54,29,441,15.2,4,35,1.9,29.4,1
133,Wes Welker,MIA,24,16,1,52,29,434,15.0,0,47,1.8,27.1,5
134,Roddy White,ATL,24,16,8,69,29,446,15.4,3,54,1.8,27.9,1
135,Mike Williams,DET,21,14,4,57,29,350,12.1,1,49,2.1,25.0,2
136,Adam Bergen,ARI,22,16,9,43,28,270,9.6,1,32,1.8,16.9,0
137,Reche Caldwell,SDG,26,16,2,43,28,352,12.6,1,43,1.8,22.0,2
138,D.J. Hackett,SEA,24,13,3,43,28,400,14.3,2,47,2.2,30.8,0
139,Willis McGahee,BUF,24,16,15,37,28,178,6.4,0,19,1.8,11.1,1
140,Jerald Sowell,NYJ,31,16,14,38,28,155,5.5,2,28,1.8,9.7,1
141,Michael Bennett,MIN,27,16,6,31,27,124,4.6,2,20,1.7,7.8,5
142,Robert Ferguson,GNB,26,11,7,57,27,366,13.6,3,51,2.5,33.3,0
143,David Martin,GNB,26,12,8,39,27,224,8.3,3,21,2.3,18.7,0
144,Thomas Jones,CHI,27,15,15,39,26,143,5.5,0,41,1.7,9.5,2
145,Cedrick Wilson,PIT,27,16,1,53,26,451,17.3,0,46,1.6,28.2,1
146,Mike Alstott,TAM,32,16,7,38,25,222,8.9,1,24,1.6,13.9,0
147,J.J. Arrington,ARI,22,15,5,34,25,139,5.6,0,15,1.7,9.3,1
148,Chris Brown,TEN,24,15,14,37,25,327,13.1,2,57,1.7,21.8,4
149,Keary Colbert,CAR,23,16,16,55,25,282,11.3,2,42,1.6,17.6,1
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
150,Bubba Franks,GNB,27,10,8,39,25,207,8.3,1,24,2.5,20.7,0
151,Ricky Proehl,CAR,37,16,0,50,25,441,17.6,4,69,1.6,27.6,0
152,Courtney Anderson,OAK,25,14,13,50,24,303,12.6,3,36,1.7,21.6,1
153,Desmond Clark,CHI,28,16,16,49,24,229,9.5,2,31,1.5,14.3,0
154,Frisman Jackson,CLE,26,12,0,41,24,287,12.0,1,68,2.0,23.9,0
155,Curtis Martin,NYJ,32,12,12,30,24,118,4.9,0,14,2.0,9.8,2
156,Lorenzo Neal*,SDG,35,16,15,29,24,145,6.0,1,21,1.5,9.1,0
157,Marcellus Rivers,HOU,27,16,5,35,24,168,7.0,0,20,1.5,10.5,0
158,Troy Williamson,MIN,22,14,3,52,24,372,15.5,2,56,1.7,26.6,0
159,Rudi Johnson,CIN,26,16,14,30,23,90,3.9,0,15,1.4,5.6,1
160,Brandon Jones,TEN,23,10,8,47,23,299,13.0,2,38,2.3,29.9,0
161,Dane Looker,STL,29,16,0,27,23,237,10.3,0,23,1.4,14.8,0
162,Kris Mangum,CAR,32,14,9,35,23,202,8.8,2,24,1.6,14.4,0
163,Tyrone Calico,TEN,25,12,6,42,22,191,8.7,0,18,1.8,15.9,1
164,Patrick Crayton,DAL,26,11,0,35,22,341,15.5,2,63,2.0,31.0,3
165,Corey Dillon,NWE,31,12,10,26,22,181,8.2,1,25,1.8,15.1,1
166,Devery Henderson,NOR,23,14,3,50,22,343,15.6,3,66,1.6,24.5,0
167,Jim Kleinsasser,MIN,28,16,16,28,22,171,7.8,0,15,1.4,10.7,1
168,Patrick Pass,NWE,28,12,4,30,22,227,10.3,0,39,1.8,18.9,2
169,David Patten,WAS,31,9,7,53,22,217,9.9,0,32,2.4,24.1,0
170,Koren Robinson*,MIN,25,14,5,37,22,347,15.8,1,80,1.6,24.8,2
171,Mack Strong*+,SEA,34,16,6,27,22,166,7.5,0,27,1.4,10.4,0
172,Jonathan Wells,HOU,26,15,6,27,22,179,8.1,0,20,1.5,11.9,1
173,Charlie Adams,DEN,26,16,2,36,21,203,9.7,0,21,1.3,12.7,4
174,Stephen Alexander,DEN,30,16,15,36,21,170,8.1,1,15,1.3,10.6,0
175,Justin Griffith,ATL,25,16,15,34,21,111,5.3,3,17,1.3,6.9,1
176,Priest Holmes,KAN,32,7,7,32,21,197,9.4,1,60,3.0,28.1,1
177,Johnnie Morton,SFO,34,13,10,44,21,288,13.7,0,30,1.6,22.2,0
178,Artose Pinner,DET,27,16,2,25,21,181,8.6,0,24,1.3,11.3,0
179,Courtney Roby,TEN,22,13,6,43,21,289,13.8,1,32,1.6,22.2,1
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
180,Roydell Williams,TEN,24,10,2,39,21,299,14.2,2,50,2.1,29.9,0
181,Kevin Jones,DET,23,13,13,28,20,109,5.5,0,28,1.5,8.4,2
182,Daniel Wilcox,BAL,28,13,3,28,20,154,7.7,1,17,1.5,11.8,0
183,Cadillac Williams,TAM,23,14,14,25,20,81,4.1,0,15,1.4,5.8,3
184,Mark Campbell,BUF,30,14,10,29,19,139,7.3,0,27,1.4,9.9,0
185,Jerricho Cotchery,NYJ,23,16,1,32,19,251,13.2,0,45,1.2,15.7,2
186,Tim Dwight,NWE,30,16,1,34,19,332,17.5,3,59,1.2,20.8,1
187,Ahman Green,GNB,28,5,5,27,19,147,7.7,0,20,3.8,29.4,1
188,Kevin Walter,CIN,24,16,2,29,19,211,11.1,1,33,1.2,13.2,0
189,Mike Anderson,DEN,32,15,15,,18,212,11.8,1,66,1.2,14.1,2
190,Chris Baker,NYJ,26,8,8,25,18,269,14.9,1,47,2.3,33.6,1
191,Marion Barber,DAL,22,13,2,25,18,115,6.4,0,21,1.4,8.8,3
192,Tatum Bell,DEN,24,15,1,28,18,104,5.8,0,14,1.2,6.9,3
193,Mark Bradley,CHI,23,7,4,36,18,230,12.8,0,54,2.6,32.9,1
194,Kyle Brady,JAX,33,16,14,26,18,157,8.7,1,33,1.1,9.8,3
195,Bryan Fletcher,IND,26,16,12,27,18,202,11.2,3,23,1.1,12.6,0
196,Chris Horn,KAN,28,14,3,31,18,187,10.4,0,50,1.3,13.4,0
197,LeRon McCoy,ARI,23,10,4,30,18,191,10.6,1,24,1.8,19.1,0
198,Billy McMullen,PHI,25,16,0,38,18,268,14.9,1,38,1.1,16.8,1
199,Willie Parker,PIT,25,15,15,24,18,218,12.1,1,48,1.2,14.5,4
200,Robert Royal,WAS,26,15,14,35,18,131,7.3,1,29,1.2,8.7,0
201,Matt Schobel,CIN,27,16,1,25,18,193,10.7,1,28,1.1,12.1,1
202,Aaron Shea,CLE,29,12,4,32,18,153,8.5,1,27,1.5,12.8,0
203,Kevin Johnson,DET,29,6,2,31,17,133,7.8,0,25,2.8,22.2,0
204,Kyle Johnson,DEN,27,16,14,31,17,160,9.4,5,33,1.1,10.0,0
205,Deuce McAllister,NOR,27,5,5,18,17,117,6.9,0,22,3.4,23.4,0
206,Ricky Williams,MIA,28,12,3,20,17,93,5.5,0,19,1.4,7.8,1
207,Shaud Williams,BUF,25,16,0,23,17,118,6.9,0,23,1.1,7.4,0
208,Anthony Becht,TAM,28,16,16,25,16,112,7.0,0,17,1.0,7.0,0
209,Daniel Graham,NWE,27,11,9,25,16,235,14.7,3,45,1.5,21.4,1
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
210,Shaun Alexander*+,SEA,28,16,16,29,15,78,5.2,1,9,0.9,4.9,5
211,Wayne Chrebet,NYJ,32,8,0,23,15,153,10.2,0,20,1.9,19.1,0
212,Frank Gore,SFO,22,14,1,22,15,131,8.7,0,47,1.1,9.4,2
213,Reggie Kelly,CIN,28,15,14,18,15,90,6.0,1,16,1.0,6.0,1
214,Roscoe Parrish,BUF,23,10,1,25,15,148,9.9,1,28,1.5,14.8,2
215,Heath Evans,2TM,27,12,3,17,14,105,7.5,0,19,1.2,8.8,0
216,Nick Goings,CAR,27,16,1,20,14,151,10.8,0,30,0.9,9.4,1
217,Brad Hoover,CAR,29,15,15,21,14,87,6.2,0,12,0.9,5.8,0
218,Charles Rogers,DET,24,9,3,31,14,197,14.1,1,35,1.6,21.9,0
219,James Thrash,WAS,30,12,2,30,14,194,13.9,0,41,1.2,16.2,1
220,Bobby Wade,2TM,24,14,1,29,14,120,8.6,0,17,1.0,8.6,10
221,Troy Walters,IND,29,16,1,19,14,152,10.9,3,39,0.9,9.5,0
222,Alvis Whitted,OAK,31,16,0,26,14,183,13.1,0,26,0.9,11.4,0
223,Bernard Berrian,CHI,25,11,2,25,13,246,18.9,0,54,1.2,22.4,1
224,Ernie Conwell,NOR,33,8,8,29,13,165,12.7,1,31,1.6,20.6,1
225,Zack Crockett,OAK,33,16,10,18,13,111,8.5,0,23,0.8,6.9,1
226,Jim Finn,NYG,29,16,13,24,13,98,7.5,0,15,0.8,6.1,1
227,Rod Gardner,2TM,28,12,1,26,13,151,11.6,1,33,1.1,12.6,0
228,Ryan Hannam,SEA,25,16,5,21,13,89,6.8,1,20,0.8,5.6,0
229,Travis Henry,TEN,27,9,1,20,13,117,9.0,0,42,1.4,13.0,2
230,Brandon Manumaleuna,STL,25,14,14,20,13,129,9.9,1,33,0.9,9.2,2
231,Josh Parry,PHI,27,16,11,16,13,89,6.8,0,13,0.8,5.6,0
232,Daimon Shelton,BUF,33,16,11,21,13,98,7.5,1,21,0.8,6.1,1
233,Fred Taylor,JAX,29,11,11,18,13,83,6.4,0,13,1.2,7.5,0
234,Randal Williams,OAK,27,16,4,26,13,164,12.6,0,34,0.8,10.3,0
235,George Wrighster,JAX,24,16,6,23,13,120,9.2,2,27,0.8,7.5,0
236,Eric Edwards,ARI,25,16,9,17,12,133,11.1,1,63,0.8,8.3,0
237,Michael Gaines,CAR,25,11,6,16,12,155,12.9,2,38,1.1,14.1,0
238,Maurice Hicks,SFO,27,14,3,16,12,47,3.9,0,11,0.9,3.4,0
239,Jeremi Johnson,CIN,25,16,11,19,12,65,5.4,3,27,0.8,4.1,2
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
240,Reno Mahe,PHI,25,15,0,20,12,68,5.7,0,12,0.8,4.5,2
241,Dominic Rhodes,IND,26,13,1,16,12,88,7.3,0,15,0.9,6.8,2
242,Mike Sellers,WAS,30,15,6,16,12,72,6.0,7,19,0.8,4.8,0
243,Antowain Smith,NOR,33,16,7,15,12,46,3.8,0,8,0.8,2.9,2
244,Terrelle Smith,CLE,27,16,15,16,12,58,4.8,1,9,0.8,3.6,0
245,Lamar Gordon,PHI,25,14,4,17,11,79,7.2,0,18,0.8,5.6,3
246,Verron Haynes,PIT,26,14,0,17,11,113,10.3,0,18,0.8,8.1,2
247,Randy Hymes,BAL,26,16,3,31,11,132,12.0,2,21,0.7,8.3,0
248,Taylor Jacobs,WAS,24,15,3,25,11,100,9.1,0,24,0.7,6.7,0
249,Charles Lee,ARI,28,6,0,18,11,152,13.8,0,49,1.8,25.3,0
250,Justin Peelle,SDG,26,16,4,20,11,38,3.5,1,11,0.7,2.4,0
251,Peter Warrick,SEA,28,13,5,23,11,180,16.4,0,42,0.8,13.8,0
252,Ladell Betts,WAS,26,12,0,17,10,78,7.8,1,26,0.8,6.5,3
253,Tim Carter,NYG,26,15,1,25,10,186,18.6,0,44,0.7,12.4,0
254,Marc Edwards,CHI,31,8,5,13,10,66,6.6,2,13,1.3,8.3,0
255,Casey Fitzsimmons,DET,25,14,2,17,10,45,4.5,1,11,0.7,3.2,0
256,Troy Fleming,TEN,25,13,2,15,10,69,6.9,1,18,0.8,5.3,0
257,Samkon Gado,GNB,23,8,5,12,10,77,7.7,1,30,1.3,9.6,4
258,Terry Jackson,SFO,29,16,0,18,10,67,6.7,0,12,0.6,4.2,0
259,Greg Jones,JAX,24,14,13,15,10,65,6.5,0,10,0.7,4.6,0
260,Mike Karney,NOR,24,16,14,13,10,61,6.1,0,10,0.6,3.8,0
261,Vernand Morency,HOU,25,13,1,15,10,87,8.7,0,16,0.8,6.7,1
262,Kelley Washington,CIN,26,7,0,19,10,101,10.1,1,18,1.4,14.4,0
263,Derick Armstrong,HOU,26,13,3,12,9,115,12.8,0,28,0.7,8.8,0
264,Andre' Davis,NWE,26,9,4,24,9,190,21.1,1,60,1.0,21.1,0
265,Todd Devoe,DEN,25,14,0,14,9,87,9.7,1,44,0.6,6.2,0
266,Madison Hedgecock,STL,24,16,7,11,9,69,7.7,0,15,0.6,4.3,0
267,Terry Jones,2TM,26,8,5,,9,76,8.4,0,21,1.1,9.5,0
268,Quincy Morgan,PIT,28,16,0,18,9,150,16.7,2,31,0.6,9.4,1
269,Lousaka Polite,DAL,24,14,3,14,9,72,8.0,1,15,0.6,5.1,0
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
270,Tony Richardson,KAN,34,16,16,16,9,68,7.6,1,22,0.6,4.3,0
271,Marc Boerigter,KAN,27,10,0,16,8,119,14.9,0,38,0.8,11.9,0
272,Lorenzo Diamond,MIA,26,16,7,12,8,54,6.8,0,18,0.5,3.4,0
273,Christian Fauria,NWE,34,16,10,17,8,57,7.1,2,18,0.5,3.6,0
274,Cedric Houston,NYJ,23,12,4,10,8,66,8.3,0,16,0.7,5.5,1
275,Sammy Morris,MIA,28,16,2,12,8,54,6.8,0,18,0.5,3.4,0
276,Cory Schlesinger,DET,33,11,8,14,8,31,3.9,1,8,0.7,2.8,0
277,Visanthe Shiancoe,NYG,25,16,4,17,8,91,11.4,0,17,0.5,5.7,0
278,Moe Williams,MIN,31,6,1,14,8,52,6.5,0,25,1.3,8.7,1
279,Jameel Cook,TAM,26,16,0,10,7,43,6.1,1,11,0.4,2.7,0
280,Justin Green,BAL,23,12,4,8,7,32,4.6,0,8,0.6,2.7,0
281,Dan Kreider,PIT,28,16,8,11,7,43,6.1,0,9,0.4,2.7,0
282,Jason McAddley,SFO,26,12,2,15,7,125,17.9,0,38,0.6,10.4,0
283,Aaron Moorehead,IND,25,2,0,11,7,75,10.7,0,24,3.5,37.5,0
284,Adrian Peterson,CHI,26,16,0,12,7,48,6.9,0,18,0.4,3.0,1
285,Stephen Spach,PHI,23,13,1,12,7,42,6.0,0,8,0.5,3.2,0
286,Andrae Thurman,2TM,25,15,1,14,7,92,13.1,0,33,0.5,6.1,1
287,Jerheme Urban,SEA,25,4,1,10,7,151,21.6,0,46,1.8,37.8,0
288,Darnell Dinkins,BAL,28,16,4,13,6,55,9.2,0,15,0.4,3.4,0
289,T.J. Duckett,ATL,24,14,0,7,6,63,10.5,0,19,0.4,4.5,2
290,John Paul Foschi,OAK,23,10,5,11,6,37,6.2,0,11,0.6,3.7,0
291,Lamont Hall,NOR,31,16,5,7,6,36,6.0,0,8,0.4,2.3,0
292,Jarrett Payton,TEN,25,13,0,10,6,30,5.0,0,9,0.5,2.3,0
293,Peerless Price,DAL,29,7,1,9,6,96,16.0,0,58,0.9,13.7,0
294,Edell Shepherd,TAM,25,16,0,9,6,103,17.2,1,46,0.4,6.4,1
295,Paul Smith,DET,27,12,5,12,6,49,8.2,0,11,0.5,4.1,1
296,Duce Staley,PIT,30,5,1,7,6,34,5.7,0,9,1.2,6.8,1
297,Lee Suggs,CLE,25,8,0,8,6,26,4.3,0,8,0.8,3.3,0
298,Billy Bajema,SFO,23,15,7,10,5,54,10.8,0,24,0.3,3.6,0
299,Drew Carter,CAR,24,3,0,15,5,103,20.6,1,40,1.7,34.3,0
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
