
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
17,Jerricho Cotchery,NYJ,25,15,15,127,82,1130,13.8,2,50,5.5,75.3,1
18,Donald Driver*,GNB,32,15,14,122,82,1048,12.8,2,47,5.5,69.9,1
19,Kellen Winslow*,CLE,24,16,14,148,82,1106,13.5,5,49,5.1,69.1,2
20,Terrell Owens*+,DAL,34,15,15,141,81,1355,16.7,15,52,5.4,90.3,0
21,Braylon Edwards*,CLE,24,16,16,154,80,1289,16.1,16,78,5.0,80.6,3
22,Shaun McDonald,DET,26,16,7,127,79,943,11.9,6,49,4.9,58.9,3
23,Kevin Curtis,PHI,29,16,16,135,77,1110,14.4,6,75,4.8,69.4,0
24,Antonio Gates*,SDG,27,16,16,117,75,984,13.1,9,49,4.7,61.5,0
25,Reggie Bush,NOR,22,12,10,98,73,417,5.7,2,25,6.1,34.8,8
26,Bernard Berrian,CHI,27,16,15,128,71,951,13.4,5,59,4.4,59.4,1
27,Anquan Boldin,ARI,27,12,11,99,71,853,12.0,9,44,5.9,71.1,2
28,Hines Ward,PIT,31,13,13,113,71,732,10.3,7,25,5.5,56.3,0
29,Dwayne Bowe,KAN,23,16,15,116,70,995,14.2,5,58,4.4,62.2,0
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
30,Plaxico Burress,NYG,30,16,16,141,70,1025,14.6,12,60,4.4,64.1,0
31,Chris Chambers,2TM,29,16,12,129,66,970,14.7,4,44,4.1,60.6,1
32,Chris Cooley*,WAS,25,16,16,110,66,786,11.9,8,39,4.1,49.1,1
33,Kevin Walter,HOU,26,16,15,106,65,800,12.3,4,46,4.1,50.0,0
34,Roy Williams,DET,26,12,12,105,64,838,13.1,5,91,5.3,69.8,2
35,Owen Daniels,HOU,25,16,16,94,63,768,12.2,3,29,3.9,48.0,4
36,Ike Hilliard,TAM,31,15,10,86,62,722,11.6,1,56,4.1,48.1,3
37,Reggie Brown,PHI,26,16,14,111,61,780,12.8,4,45,3.8,48.8,1
38,Mike Furrey,DET,30,16,10,91,61,664,10.9,1,49,3.8,41.5,0
39,Santana Moss,WAS,28,14,14,115,61,808,13.2,3,49,4.4,57.7,2
40,Andre Johnson,HOU,26,9,9,86,60,851,14.2,8,77,6.7,94.6,1
41,LaDainian Tomlinson*+,SDG,28,16,16,86,60,475,7.9,3,36,3.8,29.7,0
42,Amani Toomer,NYG,33,16,15,104,59,760,12.9,3,40,3.7,47.5,0
43,Dallas Clark,IND,28,15,15,101,58,616,10.6,11,39,3.9,41.1,0
44,Joey Galloway,TAM,36,15,15,98,57,1014,17.8,6,69,3.8,67.6,0
45,Jeremy Shockey,NYG,27,14,14,93,57,619,10.9,3,29,4.1,44.2,0
46,Isaac Bruce,STL,35,14,12,101,55,733,13.3,4,37,3.9,52.4,0
47,Laveranues Coles,NYJ,30,12,10,89,55,646,11.7,6,57,4.6,53.8,0
48,Ronald Curry,OAK,28,16,13,97,55,717,13.0,4,49,3.4,44.8,0
49,Lee Evans,BUF,26,16,16,113,55,849,15.4,5,85,3.4,53.1,0
50,Justin Gage,TEN,26,16,8,85,55,750,13.6,2,73,3.4,46.9,1
51,Roydell Williams,TEN,26,16,14,93,55,719,13.1,4,48,3.4,44.9,0
52,David Patten,NOR,33,16,5,87,54,792,14.7,3,58,3.4,49.5,2
53,Bobby Wade,MIN,26,16,12,84,54,647,12.0,3,40,3.4,40.4,3
54,Frank Gore,SFO,24,15,15,69,53,436,8.2,1,23,3.5,29.1,4
55,Michael Jenkins,ATL,25,15,6,85,53,532,10.0,4,29,3.5,35.5,0
56,Greg Jennings,GNB,24,13,13,84,53,920,17.4,12,82,4.1,70.8,1
57,Vernon Davis,SFO,23,14,14,85,52,509,9.8,4,31,3.7,36.4,1
58,Santonio Holmes,PIT,23,13,13,85,52,942,18.1,8,83,4.0,72.5,2
59,Kenny Watson,CIN,29,16,5,67,52,374,7.2,0,43,3.3,23.4,3
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
60,Adrian Peterson,CHI,28,16,5,65,51,420,8.2,0,30,3.2,26.3,3
61,Antwaan Randle El,WAS,28,15,13,77,51,728,14.3,1,54,3.4,48.5,3
62,Josh Reed,BUF,27,15,9,88,51,578,11.3,0,30,3.4,38.5,0
63,Arnaz Battle,SFO,27,16,15,104,50,600,12.0,5,57,3.1,37.5,3
64,Marty Booker,MIA,31,15,15,105,50,556,11.1,1,26,3.3,37.1,1
65,Nate Burleson,SEA,26,16,12,96,50,694,13.9,9,45,3.1,43.4,3
66,Patrick Crayton,DAL,28,15,13,81,50,697,13.9,7,59,3.3,46.5,2
67,Joe Jurevicius,CLE,33,16,12,81,50,614,12.3,3,50,3.1,38.4,0
68,Deion Branch,SEA,28,11,11,85,49,661,13.5,4,65,4.5,60.1,0
69,Earnest Graham,TAM,27,15,10,69,49,324,6.6,0,21,3.3,21.6,1
70,Tony Scheffler,DEN,24,16,7,65,49,549,11.2,5,41,3.1,34.3,1
71,Mark Clayton,BAL,25,16,12,89,48,531,11.1,0,52,3.0,33.2,0
72,Calvin Johnson,DET,22,15,10,93,48,756,15.8,4,49,3.2,50.4,1
73,Eric Johnson,NOR,28,14,12,63,48,378,7.9,2,22,3.4,27.0,1
74,Donald Lee,GNB,27,15,12,63,48,575,12.0,6,60,3.2,38.3,1
75,Kevin Faulk,NWE,31,16,8,61,47,383,8.1,1,23,2.9,23.9,1
76,James Jones,GNB,23,16,9,80,47,676,14.4,2,79,2.9,42.3,3
77,Heath Miller,PIT,25,16,16,61,47,566,12.0,7,29,2.9,35.4,0
78,Clinton Portis,WAS,26,16,16,60,47,389,8.3,0,54,2.9,24.3,6
79,Darrell Jackson,SFO,29,15,15,104,46,497,10.8,3,34,3.1,33.1,1
80,Bryant Johnson,ARI,26,16,8,88,46,528,11.5,2,30,2.9,33.0,0
81,Jeff King,CAR,24,16,16,80,46,406,8.8,2,29,2.9,25.4,2
82,Bo Scaife,TEN,26,16,15,78,46,421,9.2,1,26,2.9,26.3,2
83,Donte' Stallworth,NWE,27,16,9,75,46,697,15.2,3,69,2.9,43.6,0
84,Ernest Wilford,JAX,28,16,14,74,45,518,11.5,3,35,2.8,32.4,0
85,Marion Barber*,DAL,24,16,0,54,44,282,6.4,2,29,2.8,17.6,3
86,Desmond Clark,CHI,30,16,16,67,44,545,12.4,4,52,2.8,34.1,1
87,Zach Miller,OAK,22,16,16,68,44,444,10.1,3,28,2.8,27.8,2
88,Dennis Northcutt,JAX,30,15,11,73,44,601,13.7,4,55,2.9,40.1,1
89,Jerry Porter,OAK,29,16,16,102,44,705,16.0,6,59,2.8,44.1,0
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
90,Willis McGahee*,BAL,26,15,15,49,43,231,5.4,1,30,2.9,15.4,4
91,Alge Crumpler,ATL,30,14,10,70,42,444,10.6,5,55,3.0,31.7,0
92,Joseph Addai*,IND,24,15,15,48,41,364,8.9,3,73,2.7,24.3,0
93,Chris Baker,NYJ,28,15,15,61,41,409,10.0,3,22,2.7,27.3,1
94,Vincent Jackson,SDG,24,16,16,80,41,623,15.2,3,45,2.6,38.9,0
95,Maurice Jones-Drew,JAX,22,15,0,55,40,407,10.2,0,43,2.7,27.1,2
96,Muhsin Muhammad,CHI,34,16,16,81,40,570,14.3,3,44,2.5,35.6,0
97,Brandon Stokley,DEN,31,13,9,71,40,635,15.9,5,58,3.1,48.8,0
98,Ronnie Brown,MIA,26,7,7,46,39,389,10.0,1,43,5.6,55.6,0
99,Randy McMichael,STL,28,16,15,67,39,429,11.0,3,29,2.4,26.8,0
100,Greg Olsen,CHI,22,14,4,66,39,391,10.0,2,31,2.8,27.9,0
101,Leonard Weaver,SEA,25,16,4,52,39,313,8.0,0,46,2.4,19.6,0
102,Drew Carter,CAR,26,16,7,75,38,517,13.6,4,49,2.4,32.3,0
103,Steven Jackson,STL,24,12,12,52,38,271,7.1,1,37,3.2,22.6,5
104,Reggie Williams,JAX,24,15,6,60,38,629,16.6,10,80,2.5,41.9,3
105,Warrick Dunn,ATL,32,16,15,59,37,238,6.4,0,35,2.3,14.9,2
106,Anthony Gonzalez,IND,23,13,9,51,37,576,15.6,3,57,2.8,44.3,0
107,Marcedes Lewis,JAX,23,16,16,57,37,391,10.6,2,25,2.3,24.4,0
108,Laurent Robinson,ATL,22,15,6,74,37,437,11.8,1,74,2.5,29.1,1
109,Jabar Gaffney,NWE,27,16,7,50,36,449,12.5,5,56,2.3,28.1,0
110,Aaron Stecker,NOR,32,16,6,43,36,211,5.9,0,26,2.3,13.2,1
111,Leon Washington,NYJ,25,16,4,51,36,213,5.9,0,18,2.3,13.3,4
112,Ben Watson,NWE,27,12,8,49,36,389,10.8,6,35,3.0,32.4,1
113,Roscoe Parrish,BUF,25,16,3,58,35,352,10.1,1,47,2.2,22.0,1
114,Selvin Young,DEN,24,15,8,43,35,231,6.6,0,24,2.3,15.4,2
115,Ted Ginn,MIA,22,16,9,71,34,420,12.4,2,54,2.1,26.3,3
116,David Martin,MIA,28,15,15,51,34,303,8.9,2,28,2.3,20.2,0
117,Quinn Sypniewski,BAL,25,15,9,52,34,246,7.2,1,13,2.3,16.4,1
118,Drew Bennett,STL,29,14,1,73,33,375,11.4,3,24,2.4,26.8,1
119,Andre' Davis,HOU,28,14,8,63,33,583,17.7,3,53,2.4,41.6,1
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
120,Keary Colbert,CAR,25,12,8,69,32,332,10.4,0,43,2.7,27.7,1
121,Robert Ferguson,MIN,28,15,8,61,32,391,12.2,1,71,2.1,26.1,0
122,D.J. Hackett,SEA,26,6,6,47,32,384,12.0,3,59,5.3,64.0,0
123,Kevin Jones,DET,25,13,10,44,32,197,6.2,0,16,2.5,15.2,2
124,Lance Moore,NOR,24,16,4,50,32,302,9.4,2,22,2.0,18.9,2
125,Eric Moulds,TEN,34,16,8,52,32,342,10.7,0,46,2.0,21.4,0
126,Alex Smith,TAM,25,14,14,53,32,385,12.0,3,33,2.3,27.5,0
127,Brad Smith,NYJ,24,16,9,67,32,325,10.2,2,29,2.0,20.3,1
128,Sidney Rice,MIN,21,13,4,53,31,396,12.8,4,60,2.4,30.5,0
129,Ben Utecht,IND,26,14,13,37,31,364,11.7,1,30,2.2,26.0,2
130,Ryan Grant,GNB,25,15,7,37,30,145,4.8,0,21,2.0,9.7,1
131,Larry Johnson,KAN,28,8,8,41,30,186,6.2,1,30,3.8,23.3,1
132,Brian Leonard,STL,23,16,7,39,30,183,6.1,0,16,1.9,11.4,0
133,Jamal Lewis,CLE,28,15,15,39,30,248,8.3,2,34,2.0,16.5,4
134,Vernand Morency,GNB,27,13,0,39,30,199,6.6,0,18,2.3,15.3,1
135,J.J. Arrington,ARI,24,16,0,39,29,241,8.3,1,32,1.8,15.1,0
136,Derek Hagan,MIA,23,16,1,59,29,373,12.9,2,22,1.8,23.3,0
137,Justin Peelle,MIA,28,16,10,47,29,228,7.9,2,35,1.8,14.3,0
138,Chester Taylor,MIN,28,14,8,42,29,281,9.7,0,50,2.1,20.1,5
139,Nate Washington,PIT,24,16,4,55,29,450,15.5,5,40,1.8,28.1,0
140,Lorenzo Booker,MIA,23,7,1,36,28,237,8.5,0,22,4.0,33.9,0
141,Thomas Jones,NYJ,29,16,14,34,28,217,7.8,1,25,1.8,13.6,2
142,LaMont Jordan,OAK,29,12,7,34,28,247,8.8,0,27,2.3,20.6,0
143,Jerious Norwood,ATL,24,15,2,39,28,277,9.9,0,46,1.9,18.5,0
144,Marcus Pollard,SEA,35,14,10,35,28,273,9.8,2,22,2.0,19.5,0
145,Jeff Webb,KAN,25,16,2,57,28,313,11.2,1,32,1.8,19.6,2
146,Jesse Chatman,MIA,28,14,6,37,27,161,6.0,0,22,1.9,11.5,1
