
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
33,Chad Lewis*,PHI,29,16,16,110,69,735,10.7,3,52,4.3,45.9,0
34,Charlie Garner*,SFO,28,16,15,94,68,647,9.5,3,62,4.3,40.4,4
35,Shannon Sharpe,BAL,32,16,15,105,67,810,12.1,5,59,4.2,50.6,0
36,Donald Hayes,CAR,25,15,15,112,66,926,14.0,3,43,4.4,61.7,1
37,Bill Schroeder,GNB,29,16,16,119,65,999,15.4,4,55,4.1,62.4,1
38,Kyle Brady,JAX,28,16,15,94,64,729,11.4,3,36,4.0,45.6,0
39,Sean Dawkins,SEA,29,16,16,102,63,731,11.6,5,40,3.9,45.7,0
40,Edgerrin James*,IND,22,16,16,87,63,594,9.4,5,60,3.9,37.1,5
41,Derrick Mason*+,TEN,26,16,10,89,63,895,14.2,5,34,3.9,55.9,1
42,Ricky Watters,SEA,31,16,16,92,63,613,9.7,2,59,3.9,38.3,5
43,Antonio Freeman,GNB,28,15,15,120,62,912,14.7,9,67,4.1,60.8,1
44,Johnnie Morton,DET,29,16,16,116,61,788,12.9,3,42,3.8,49.3,1
45,Shawn Jefferson,ATL,31,16,14,104,60,822,13.7,2,49,3.8,51.4,1
46,Tony Richardson,KAN,29,16,16,75,58,468,8.1,3,24,3.6,29.3,3
47,Kevin Johnson,CLE,24,16,16,98,57,669,11.7,0,79,3.6,41.8,0
48,Terance Mathis,ATL,33,16,16,124,57,679,11.9,5,44,3.6,42.4,1
49,Oronde Gadsden,MIA,29,16,16,93,56,786,14.0,6,61,3.5,49.1,0
50,Charles Johnson,PHI,28,16,16,100,56,642,11.5,7,59,3.5,40.1,0
51,Jeff Graham,SDG,31,14,5,113,55,907,16.5,4,83,3.9,64.8,1
52,Ike Hilliard,NYG,24,14,14,105,55,787,14.3,8,59,3.9,56.2,0
53,Eddie Kennison,CHI,27,16,10,95,55,549,10.0,2,26,3.4,34.3,1
54,Marcus Robinson,CHI,25,11,11,102,55,738,13.4,5,68,5.0,67.1,1
55,Frank Sanders,ARI,27,16,16,116,54,749,13.9,6,53,3.4,46.8,0
56,Dedric Ward,NYJ,26,16,16,119,54,801,14.8,3,61,3.4,50.1,1
57,Curtis Conway,SDG,29,14,14,105,53,712,13.4,5,68,3.8,50.9,0
58,Az-Zahir Hakim,STL,23,16,4,81,53,734,13.8,4,80,3.3,45.9,7
59,Darrell Jackson,SEA,22,16,9,93,53,713,13.5,6,71,3.3,44.6,2
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
60,James McKnight,DAL,28,16,15,106,52,926,17.8,2,48,3.3,57.9,1
61,Peerless Price,BUF,24,16,16,106,52,762,14.7,3,42,3.3,47.6,4
62,Kevin Faulk,NWE,24,16,9,68,51,465,9.1,1,52,3.2,29.1,6
63,Jacquez Green,TAM,24,16,16,103,51,773,15.2,1,75,3.2,48.3,0
64,Peter Warrick,CIN,23,16,16,126,51,592,11.6,4,46,3.2,37.0,2
65,Eddie George*+,TEN,27,16,16,65,50,453,9.1,2,24,3.1,28.3,5
66,Jerome Pathon,IND,25,16,10,89,50,646,12.9,3,38,3.1,40.4,0
67,James Thrash,WAS,25,16,9,74,50,653,13.1,2,50,3.1,40.8,1
68,Dwayne Carswell,DEN,28,16,16,64,49,495,10.1,3,43,3.1,30.9,0
69,Qadry Ismail,BAL,30,15,13,95,49,655,13.4,5,53,3.3,43.7,0
70,Terrell Fletcher,SDG,27,16,3,72,48,355,7.4,1,26,3.0,22.2,2
71,Sylvester Morris,KAN,23,15,14,105,48,678,14.1,3,47,3.2,45.2,3
72,Hines Ward,PIT,24,16,15,83,48,672,14.0,4,77,3.0,42.0,2
73,Stephen Alexander*,WAS,25,16,16,72,47,510,10.9,2,30,2.9,31.9,2
74,Marty Booker,CHI,24,15,7,74,47,490,10.4,2,41,3.1,32.7,2
75,Ken Dilger,IND,29,16,16,72,47,538,11.4,3,32,2.9,33.6,1
76,Bob Christian,ATL,32,16,14,63,44,315,7.2,0,19,2.8,19.7,0
77,Warrick Dunn*,TAM,25,16,14,69,44,422,9.6,1,45,2.8,26.4,1
78,Ricky Williams,NOR,23,10,10,55,44,409,9.3,1,24,4.4,40.9,6
79,Jeremy McDaniel,BUF,24,16,6,69,43,697,16.2,2,74,2.7,43.6,0
80,Terrence Wilkins,IND,25,14,7,67,43,569,13.2,3,43,3.1,40.6,4
81,Jamal Anderson,ATL,28,16,16,58,42,382,9.1,0,55,2.6,23.9,6
82,Irving Fryar,WAS,38,14,6,76,41,548,13.4,5,34,2.9,39.1,0
83,Andre Rison,OAK,33,16,0,70,41,606,14.8,6,49,2.6,37.9,0
84,Herman Moore,DET,31,15,11,80,40,434,10.9,3,30,2.7,28.9,0
85,Bobby Shaw,PIT,25,16,0,69,40,672,16.8,4,45,2.5,42.0,2
86,Torrance Small,PHI,30,14,14,94,40,569,14.2,3,70,2.9,40.6,0
87,James Allen,CHI,25,16,15,60,39,291,7.5,1,26,2.4,18.2,5
88,Albert Connell,WAS,26,16,12,102,39,762,19.5,3,77,2.4,47.6,0
89,Jackie Harris,DAL,32,16,7,56,39,306,7.8,5,21,2.4,19.1,0
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
90,Dennis Northcutt,CLE,23,15,8,82,39,422,10.8,0,37,2.6,28.1,1
91,Greg Clark,SFO,28,15,15,51,38,342,9.0,2,34,2.5,22.8,1
92,David Patten,CLE,26,14,11,72,38,546,14.4,1,65,2.7,39.0,2
93,Willie Jackson,NOR,29,15,7,80,37,523,14.1,6,53,2.5,34.9,2
94,Sammy Morris,BUF,23,12,8,48,37,268,7.2,1,24,3.1,22.3,2
95,Travis Prentice,CLE,24,16,11,43,37,191,5.2,1,13,2.3,11.9,2
96,Greg Comella,NYG,25,16,12,50,36,274,7.6,0,25,2.3,17.1,2
97,Robert Smith*,MIN,28,16,16,44,36,348,9.7,3,53,2.3,21.8,4
98,Fred Taylor,JAX,24,13,13,53,36,240,6.7,2,19,2.8,18.5,4
99,William Henderson,GNB,29,16,6,45,35,234,6.7,1,25,2.2,14.6,1
100,Leslie Shepherd,MIA,31,13,11,59,35,446,12.7,4,46,2.7,34.3,0
101,Tim Biakabutuka,CAR,26,12,11,58,34,341,10.0,2,25,2.8,28.4,4
102,Germane Crowell,DET,24,9,7,73,34,430,12.6,3,50,3.8,47.8,0
103,Bubba Franks,GNB,22,16,13,55,34,363,10.7,1,27,2.1,22.7,1
104,Stephen Davis*,WAS,26,15,15,49,33,313,9.5,0,39,2.2,20.9,4
105,Kevin Lockett,KAN,26,16,2,56,33,422,12.8,2,34,2.1,26.4,3
106,Chris Sanders,TEN,28,16,14,61,33,536,16.2,0,54,2.1,33.5,1
107,Shawn Bryson,BUF,24,16,7,46,32,271,8.5,2,32,2.0,16.9,1
108,Priest Holmes,BAL,27,16,2,46,32,221,6.9,0,27,2.0,13.8,2
109,Thomas Jones,ARI,22,14,4,46,32,208,6.5,0,20,2.3,14.9,4
110,David Sloan,DET,28,15,10,60,32,379,11.8,2,59,2.1,25.3,0
111,James Stewart,DET,29,16,16,48,32,287,9.0,1,32,2.0,17.9,4
112,Chris Warren,2TM,32,14,1,43,32,303,9.5,1,76,2.3,21.6,3
113,Fred Beasley,SFO,26,15,15,51,31,233,7.5,3,34,2.1,15.5,0
114,Reggie Kelly,ATL,23,16,16,50,31,340,11.0,2,37,1.9,21.3,1
115,Cecil Martin,PHI,25,16,9,39,31,219,7.1,0,26,1.9,13.7,1
116,Ricky Proehl,STL,32,12,4,39,31,441,14.2,4,29,2.6,36.8,0
117,Jay Riemersma,BUF,27,12,12,60,31,372,12.0,5,35,2.6,31.0,1
118,Lamar Smith,MIA,30,15,15,38,31,201,6.5,2,28,2.1,13.4,3
119,Wesley Walls,CAR,34,8,8,49,31,422,13.6,2,54,3.9,52.8,0
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
120,Chad Morton,NOR,23,16,3,37,30,213,7.1,0,35,1.9,13.3,2
121,Marcus Pollard,IND,28,16,14,42,30,439,14.6,3,50,1.9,27.4,0
122,Aaron Shea,CLE,24,15,8,50,30,302,10.1,2,37,2.0,20.1,1
123,J.J. Stokes,SFO,28,16,3,53,30,524,17.5,3,53,1.9,32.8,0
124,Rickey Dudley,OAK,28,16,16,49,29,350,12.1,4,30,1.8,21.9,1
125,Derrick Mayes,SEA,26,13,8,47,29,264,9.1,1,40,2.2,20.3,0
126,Dave Moore,TAM,31,16,16,54,29,288,9.9,3,28,1.8,18.0,0
127,Christian Fauria,SEA,29,15,10,39,28,237,8.5,2,16,1.9,15.8,1
128,Itula Mili,SEA,27,16,6,47,28,288,10.3,3,34,1.8,18.0,1
129,Travis Taylor,BAL,21,9,8,54,28,276,9.9,3,40,3.1,30.7,1
130,Desmond Clark,DEN,23,16,2,38,27,339,12.6,3,44,1.7,21.2,0
131,Terry Hardy,ARI,24,16,15,45,27,160,5.9,1,13,1.7,10.0,2
132,Randy Jordan,OAK,30,16,0,32,27,299,11.1,1,55,1.7,18.7,1
133,Jamal Lewis,BAL,21,16,13,36,27,296,11.0,0,45,1.7,18.5,6
134,Macey Brooks,CHI,25,16,3,50,26,216,8.3,0,27,1.6,13.5,0
135,Tim Dwight,ATL,25,14,1,53,26,406,15.6,3,52,1.9,29.0,3
136,Tony Martin,MIA,35,10,5,63,26,393,15.1,0,44,2.6,39.3,0
137,Tony McGee,CIN,29,14,14,49,26,309,11.9,1,39,1.9,22.1,0
138,Jon Ritchie,OAK,26,13,12,33,26,173,6.7,0,17,2.0,13.3,0
139,Rocket Ismail,DAL,31,9,9,43,25,350,14.0,1,44,2.8,38.9,1
140,Wane McGarity,DAL,24,14,0,49,25,250,10.0,0,25,1.8,17.9,2
141,Pete Mitchell,NYG,29,14,5,37,25,245,9.8,1,22,1.8,17.5,1
142,Stanley Pritchett,PHI,27,16,2,30,25,193,7.7,0,17,1.6,12.1,1
143,Duce Staley,PHI,25,5,5,33,25,201,8.0,0,26,5.0,40.2,3
144,Darnell Autry,PHI,24,11,7,37,24,275,11.5,1,37,2.2,25.0,2
145,Joe Jurevicius,NYG,26,14,3,49,24,272,11.3,1,43,1.7,19.4,1
146,Craig Yeast,CIN,24,15,7,51,24,301,12.5,0,27,1.6,20.1,3
147,Mike Anderson,DEN,27,16,12,32,23,169,7.3,0,18,1.4,10.6,4
148,Obafemi Ayanbadejo,BAL,25,8,4,29,23,168,7.3,1,26,2.9,21.0,0
149,Kaseem Sinceno,CHI,24,11,11,41,23,206,9.0,0,28,2.1,18.7,0
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
150,Mack Strong,SEA,29,16,13,30,23,141,6.1,1,24,1.4,8.8,0
151,Robert Thomas,DAL,26,16,15,31,23,117,5.1,2,14,1.4,7.3,2
152,Plaxico Burress,PIT,23,12,9,65,22,273,12.4,0,39,1.8,22.8,1
153,Isaac Byrd,CAR,26,15,4,44,22,241,11.0,2,34,1.5,16.1,0
154,Byron Chamberlain,DEN,29,15,0,32,22,283,12.9,1,38,1.5,18.9,0
155,Laveranues Coles,NYJ,23,13,3,42,22,370,16.8,1,63,1.7,28.5,0
156,Reggie Jones,SDG,29,11,2,38,22,253,11.5,0,34,2.0,23.0,1
157,Johnny McWilliams,MIN,28,15,7,29,22,180,8.2,3,26,1.5,12.0,0
158,Donald Driver,GNB,25,16,2,49,21,322,15.3,1,49,1.3,20.1,0
159,Andrew Glover,NOR,33,16,14,40,21,281,13.4,4,39,1.3,17.6,0
160,Keith Poole,NOR,26,15,4,37,21,293,14.0,1,49,1.4,19.5,1
161,Eric Bjornson,NWE,29,8,6,33,20,152,7.6,2,19,2.5,19.0,0
162,James Jett,OAK,30,16,13,39,20,356,17.8,2,84,1.3,22.3,0
163,J.R. Redmond,NWE,23,12,5,29,20,126,6.3,2,20,1.7,10.5,2
164,Tyrone Wheatley,OAK,28,14,13,34,20,156,7.8,1,17,1.4,11.1,4
165,Brandon Bennett,CIN,27,16,0,29,19,168,8.8,0,25,1.2,10.5,2
166,Tyrone Davis,GNB,28,14,9,40,19,177,9.3,2,41,1.4,12.6,2
167,Danny Farmer,CIN,23,13,2,33,19,268,14.1,0,38,1.5,20.6,1
168,Courtney Hawkins,PIT,31,13,5,43,19,238,12.5,1,33,1.5,18.3,0
169,Erron Kinney,TEN,23,16,9,35,19,197,10.4,1,19,1.2,12.3,1
170,Jermaine Lewis,BAL,26,15,1,35,19,161,8.5,1,26,1.3,10.7,0
171,Kris Mangum,CAR,27,15,7,31,19,215,11.3,1,31,1.3,14.3,0
172,Tai Streets,SFO,23,15,1,41,19,287,15.1,0,39,1.3,19.1,1
173,Corey Dillon*,CIN,26,16,16,26,18,158,8.8,0,31,1.1,9.9,4
174,Troy Edwards,PIT,23,14,1,44,18,215,11.9,0,27,1.3,15.4,1
175,E.G. Green,IND,25,7,0,26,18,201,11.2,1,34,2.6,28.7,0
176,Fred McCrary,SDG,28,15,6,26,18,141,7.8,2,19,1.2,9.4,1
177,Chris Walsh,MIN,32,16,0,22,18,191,10.6,0,21,1.1,11.9,0
178,Jermaine Wiggins,2TM,25,15,2,28,18,207,11.5,2,59,1.2,13.8,1
179,Mark Bruener,PIT,28,16,16,34,17,192,11.3,3,30,1.1,12.0,0
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
180,Mac Cody,ARI,28,15,1,27,17,212,12.5,0,24,1.1,14.1,4
181,John Davis,MIN,27,15,9,29,17,202,11.9,1,37,1.1,13.5,0
182,William Floyd,CAR,28,10,8,27,17,114,6.7,1,15,1.7,11.4,0
183,Larry Foster,DET,24,10,0,27,17,175,10.3,1,40,1.7,17.5,2
184,MarTay Jenkins,ARI,25,16,2,40,17,219,12.9,0,34,1.1,13.7,3
185,Anthony Becht,NYJ,23,14,10,30,16,144,9.0,2,30,1.1,10.3,1
186,Marc Edwards,CLE,26,16,8,22,16,128,8.0,2,21,1.0,8.0,2
187,Bobby Engram,CHI,27,3,3,23,16,109,6.8,0,25,5.3,36.3,1
188,Jermaine Fazande,SDG,25,13,3,18,16,104,6.5,0,17,1.2,8.0,1
189,Howard Griffith,DEN,33,14,14,31,16,101,6.3,2,16,1.1,7.2,0
190,Matthew Hatchette,MIN,26,14,4,33,16,190,11.9,2,39,1.1,13.6,0
191,Dorsey Levens,GNB,30,5,5,21,16,146,9.1,0,37,3.2,29.2,0
192,Adrian Murrell,WAS,30,15,0,22,16,93,5.8,0,12,1.1,6.2,1
193,Jake Reed,NOR,33,7,6,31,16,206,12.9,0,22,2.3,29.4,0
194,Thurman Thomas,MIA,34,9,0,24,16,117,7.3,1,15,1.8,13.0,1
195,Kimble Anders,KAN,34,15,7,5,15,76,5.1,0,12,1.0,5.1,1
196,Reidel Anthony,TAM,24,16,1,33,15,232,15.5,4,46,0.9,14.5,0
197,Mario Bates,DET,27,13,0,21,15,109,7.3,0,17,1.2,8.4,0
198,Brad Hoover,CAR,24,16,4,19,15,112,7.5,0,16,0.9,7.0,1
199,Brian Kozlowski,ATL,30,16,3,25,15,151,10.1,2,30,0.9,9.4,0
200,Rod Rutledge,NWE,25,16,11,20,15,103,6.9,1,16,0.9,6.4,0
201,Yancey Thigpen,TEN,31,12,0,26,15,289,19.3,2,56,1.3,24.1,0
202,Autry Denson,MIA,24,11,0,23,14,105,7.5,0,28,1.3,9.5,1
203,Ron Dugans,CIN,23,14,5,38,14,125,8.9,1,17,1.0,8.9,0
204,Chris Hetherington,CAR,28,16,5,21,14,116,8.3,1,19,0.9,7.3,0
205,Rob Konrad,MIA,24,15,14,24,14,83,5.9,0,18,0.9,5.5,0
206,O.J. McDuffie,MIA,31,9,1,25,14,143,10.2,0,24,1.6,15.9,0
207,Errict Rhett,CLE,30,5,4,19,14,78,5.6,0,16,2.8,15.6,0
208,Tony Simmons,NWE,26,12,2,30,14,231,16.5,1,46,1.2,19.3,0
209,R. Jay Soward,JAX,22,13,2,34,14,154,11.0,1,45,1.1,11.8,3
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
210,Michael Wiley,DAL,22,10,0,18,14,72,5.1,1,15,1.4,7.2,3
211,Mike Alstott*,TAM,27,13,13,19,13,93,7.2,0,21,1.0,7.2,3
212,Marco Battaglia,CIN,27,16,10,36,13,105,8.1,0,15,0.8,6.6,0
213,Jerome Bettis,PIT,28,16,16,20,13,97,7.5,0,25,0.8,6.1,1
214,Jeremy Brigham,OAK,25,15,3,19,13,107,8.2,2,19,0.9,7.1,0
215,Trevor Gaylor,SDG,23,14,1,31,13,182,14.0,1,62,0.9,13.0,0
216,Napoleon Kaufman,OAK,27,14,2,24,13,127,9.8,1,25,0.9,9.1,1
217,Brian Mitchell,PHI,32,16,1,21,13,89,6.8,1,21,0.8,5.6,3
218,Jason Tucker,DAL,24,16,7,28,13,126,9.7,0,18,0.8,7.9,3
219,Jamel White,CLE,23,13,0,19,13,100,7.7,0,25,1.0,7.7,0
220,Alvis Whitted,JAX,26,16,3,26,13,137,10.5,3,37,0.8,8.6,1
221,Luther Broughton,PHI,26,15,1,18,12,104,8.7,0,21,0.8,6.9,1
222,Mark Campbell,CLE,25,16,10,16,12,80,6.7,1,17,0.8,5.0,0
223,Anthony Johnson,JAX,33,12,3,16,12,153,12.8,0,48,1.0,12.8,0
224,Patrick Johnson,BAL,24,12,9,37,12,156,13.0,2,46,1.0,13.0,0
225,David LaFleur,DAL,26,15,10,21,12,109,9.1,1,19,0.8,7.3,0
226,Cory Schlesinger,DET,28,16,8,18,12,73,6.1,0,13,0.8,4.6,0
227,Terrelle Smith,NOR,22,14,9,18,12,65,5.4,0,10,0.9,4.6,1
228,Chris Fuamatu-Ma'afala,PIT,23,7,1,16,11,107,9.7,0,25,1.6,15.3,0
229,Clif Groce,CIN,28,8,6,13,11,45,4.1,0,14,1.4,5.6,0
230,Emmitt Smith,DAL,31,16,16,14,11,79,7.2,0,19,0.7,4.9,6
231,Brandon Stokley,BAL,24,7,1,17,11,184,16.7,2,32,1.6,26.3,0
232,Roland Williams,STL,25,16,8,25,11,102,9.3,3,31,0.7,6.4,0
233,Robert Wilson,NOR,26,15,0,19,11,154,14.0,0,30,0.7,10.3,0
234,Zack Crockett,OAK,28,16,4,15,10,62,6.2,0,15,0.6,3.9,0
235,Chris Gedney,ARI,30,13,3,16,10,75,7.5,0,24,0.8,5.8,0
236,Richard Huntley,PIT,28,13,0,19,10,91,9.1,0,19,0.8,7.0,1
237,J.J. Johnson,MIA,26,13,1,12,10,61,6.1,0,11,0.8,4.7,0
238,Jim Kleinsasser,MIN,23,14,8,14,10,98,9.8,0,21,0.7,7.0,0
239,Charles Lee,GNB,23,15,1,21,10,134,13.4,0,38,0.7,8.9,0
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
240,Carl Pickens,TEN,30,9,6,29,10,242,24.2,0,67,1.1,26.9,0
241,Todd Pinkston,PHI,23,16,1,34,10,181,18.1,0,45,0.6,11.3,0
242,Walter Rasby,DET,28,16,8,15,10,78,7.8,1,17,0.6,4.9,0
243,Andre Reed,WAS,36,13,0,18,10,103,10.3,1,21,0.8,7.9,0
244,Jeff Thomason,PHI,31,16,5,14,10,46,4.6,5,11,0.6,2.9,0
245,Justin Watson,STL,25,14,2,11,10,56,5.6,0,15,0.7,4.0,0
246,Jed Weaver,MIA,24,16,0,15,10,179,17.9,0,41,0.6,11.2,1
247,Dez White,CHI,21,15,0,22,10,87,8.7,1,25,0.7,5.8,1
248,John Allred,CHI,26,5,3,15,9,109,12.1,1,25,1.8,21.8,0
249,Na Brown,PHI,23,14,2,19,9,80,8.9,1,18,0.6,5.7,0
250,Tony Carter,NWE,28,16,6,15,9,73,8.1,0,21,0.6,4.6,0
251,Ben Coates,BAL,31,16,9,18,9,84,9.3,0,28,0.6,5.3,0
252,JaJuan Dawson,CLE,23,2,2,14,9,97,10.8,1,26,4.5,48.5,0
253,Lorenzo Neal,TEN,30,16,6,13,9,31,3.4,2,8,0.6,1.9,0
254,De'Mond Parker,GNB,24,8,0,12,9,50,5.6,0,10,1.1,6.3,0
255,Bernie Parmalee,NYJ,33,14,0,13,9,66,7.3,0,18,0.6,4.7,0
256,Michael Westbrook,WAS,28,2,2,13,9,103,11.4,0,21,4.5,51.5,0
257,Dan Campbell,NYG,24,16,5,13,8,46,5.8,3,13,0.5,2.9,1
258,Darrin Chiaverini,CLE,23,10,2,22,8,68,8.5,1,18,0.8,6.8,1
259,Troy Drayton,KAN,30,16,1,9,8,70,8.8,2,21,0.5,4.4,0
260,Curtis Enis,CHI,24,12,5,11,8,68,8.5,0,18,0.7,5.7,0
261,Robert Holcombe,STL,25,14,6,12,8,90,11.3,1,19,0.6,6.4,0
262,Sedrick Irvin,DET,22,6,0,12,8,90,11.3,0,18,1.3,15.0,1
263,Andrew Jordan,MIN,28,16,4,15,8,63,7.9,0,12,0.5,3.9,0
264,Mike Sellers,WAS,25,15,6,11,8,78,9.8,2,24,0.5,5.2,0
265,Brian Stablein,DET,30,14,4,12,8,53,6.6,0,11,0.6,3.8,1
266,Rodney Thomas,TEN,27,16,0,11,8,35,4.4,1,9,0.5,2.2,1
267,James Williams,SEA,22,10,0,16,8,99,12.4,0,18,0.8,9.9,0
268,Bert Emanuel,MIA,30,11,0,21,7,132,18.9,1,53,0.6,12.0,1
269,Brian Finneran,ATL,24,12,0,14,7,60,8.6,0,14,0.6,5.0,0
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
270,Nick Luchey,CIN,23,14,4,19,7,84,12.0,0,20,0.5,6.0,2
271,Karsten Bailey,SEA,23,9,0,14,6,62,10.3,1,22,0.7,6.9,0
272,Bobby Collins,BUF,24,12,2,10,6,72,12.0,0,23,0.5,6.0,0
273,Ron Dixon,NYG,24,12,0,24,6,92,15.3,1,34,0.5,7.7,0
274,Kevin Dyson,TEN,25,2,2,11,6,104,17.3,1,30,3.0,52.0,0
275,Sam Gash,BAL,31,15,4,11,6,30,5.0,1,9,0.4,2.0,0
276,Hunter Goodwin,MIA,28,16,16,13,6,36,6.0,1,9,0.4,2.3,0
277,Patrick Hape,TAM,26,16,2,13,6,39,6.5,0,13,0.4,2.4,0
278,Windrell Hayes,NYJ,24,8,1,19,6,126,21.0,0,32,0.8,15.8,0
279,Steve Heiden,SDG,24,15,1,12,6,32,5.3,1,10,0.4,2.1,0
280,Joel Makovicka,ARI,25,14,10,9,6,18,3.0,0,5,0.4,1.3,0
281,Jerald Sowell,NYJ,26,16,0,7,6,84,14.0,0,62,0.4,5.3,0
282,Shaun Alexander,SEA,23,16,1,11,5,41,8.2,0,18,0.3,2.6,2
283,Michael Bates*,CAR,31,16,0,8,5,38,7.6,0,23,0.3,2.4,4
284,Chris Calloway,NWE,32,7,2,10,5,95,19.0,0,28,0.7,13.6,0
285,Ernie Conwell,STL,28,16,1,9,5,40,8.0,0,17,0.3,2.5,0
286,Lamont Hall,NOR,26,16,5,7,5,33,6.6,1,13,0.3,2.1,0
287,Skip Hicks,WAS,26,10,1,5,5,43,8.6,0,25,0.5,4.3,1
288,Curtis Jackson,NWE,27,5,2,12,5,44,8.8,0,13,1.0,8.8,1
289,Sheldon Jackson,BUF,24,16,8,8,5,36,7.2,1,12,0.3,2.3,0
290,Terry Jackson,SFO,24,15,1,5,5,48,9.6,1,16,0.3,3.2,0
291,Dan Kreider,PIT,23,10,7,8,5,42,8.4,0,14,0.5,4.2,0
292,Brian Milne,NOR,27,16,2,5,5,33,6.6,1,15,0.3,2.1,0
293,Tywan Mitchell,ARI,25,10,1,11,5,80,16.0,0,42,0.5,8.0,0
294,Jeff Robinson,STL,30,16,2,6,5,52,10.4,0,27,0.3,3.3,0
295,Jon Witman,PIT,28,6,5,7,5,33,6.6,0,11,0.8,5.5,0
296,D'Wayne Bates,CHI,25,5,0,7,4,42,10.5,0,18,0.8,8.4,0
297,Fred Baxter,NYJ,29,9,6,9,4,22,5.5,2,12,0.4,2.4,0
298,Vincent Brisby,NYJ,29,3,1,10,4,60,15.0,0,19,1.3,20.0,0
299,Kwame Cavil,BUF,21,16,0,8,4,66,16.5,0,39,0.3,4.1,0
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
