
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
300,Casey Crawford,CAR,23,8,0,9,4,47,11.8,1,16,0.5,5.9,0
301,Howard Cross,NYG,33,16,11,7,4,30,7.5,0,18,0.3,1.9,0
302,Matt Cushing,PIT,25,7,1,5,4,17,4.3,0,5,0.6,2.4,0
303,Scott Dragos,CHI,25,9,2,6,4,28,7.0,0,10,0.4,3.1,0
304,David Dunn,OAK,28,15,0,8,4,33,8.3,0,14,0.3,2.2,0
305,Jim Finn,IND,24,16,1,6,4,13,3.3,1,6,0.3,0.8,1
306,Joey Galloway,DAL,29,1,1,12,4,62,15.5,1,22,4.0,62.0,0
307,Karl Hankton,CAR,30,16,0,8,4,38,9.5,0,14,0.3,2.4,0
308,Raymont Harris,2TM,30,4,0,4,4,20,5.0,0,16,1.0,5.0,0
309,Damon Hodge,DAL,23,8,0,10,4,60,15.0,0,20,0.5,7.5,0
310,Tony Horne,STL,24,11,0,7,4,32,8.0,2,18,0.4,2.9,3
311,Alonzo Mayes,CHI,25,5,3,9,4,40,10.0,0,19,0.8,8.0,0
312,Patrick Pass,NWE,23,5,2,8,4,17,4.3,0,15,0.8,3.4,0
313,Daimon Shelton,JAX,28,16,9,10,4,48,12.0,0,16,0.3,3.0,0
314,Iheanyi Uwaezuoke,CAR,27,11,2,8,4,46,11.5,0,21,0.4,4.2,0
315,Moe Williams,MIN,26,16,0,7,4,31,7.8,0,12,0.3,1.9,0
316,Champ Bailey*,WAS,22,16,16,5,3,78,26.0,0,42,0.2,4.9,0
317,Robert Brooks,DEN,30,4,0,4,3,51,17.0,0,25,0.8,12.8,0
318,Steve Bush,CIN,26,16,0,5,3,39,13.0,0,18,0.2,2.4,0
319,Billy Davis,BAL,28,16,1,4,3,62,20.7,0,28,0.2,3.9,0
320,Ron Dayne,NYG,22,16,4,3,3,11,3.7,0,12,0.2,0.7,1
321,Olandis Gary,DEN,25,1,0,5,3,10,3.3,0,7,3.0,10.0,0
322,Cory Geason,PIT,25,9,3,4,3,66,22.0,0,36,0.3,7.3,0
323,Chris Howard,JAX,25,2,1,5,3,26,8.7,0,13,1.5,13.0,2
324,Terry Kirby,OAK,30,2,0,4,3,19,6.3,0,9,1.5,9.5,0
325,Jonathan Linton,BUF,26,14,2,4,3,8,2.7,1,4,0.2,0.6,3
326,Brock Olivo,DET,24,13,0,4,3,50,16.7,0,19,0.2,3.8,0
327,Larry Parker,KAN,24,16,0,4,3,41,13.7,0,27,0.2,2.6,1
328,Alfred Pupunu,DET,31,9,0,3,3,32,10.7,0,17,0.3,3.6,0
329,Mikhael Ricks,2TM,26,4,1,,3,35,11.7,0,23,0.8,8.8,0
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
330,Michael Roan,TEN,28,1,1,3,3,12,4.0,0,6,3.0,12.0,0
331,Antowain Smith,BUF,28,11,3,5,3,20,6.7,0,9,0.3,1.8,1
332,Ryan Wetnight,GNB,30,10,0,9,3,20,6.7,0,9,0.3,2.0,0
333,Rabih Abdullah,TAM,25,12,0,2,2,14,7.0,0,11,0.2,1.2,0
334,Donnell Bennett,KAN,28,7,2,2,2,17,8.5,0,13,0.3,2.4,0
335,Will Blackwell,PIT,25,5,0,3,2,23,11.5,0,14,0.4,4.6,0
336,Chris Brazzell,DAL,24,9,0,4,2,12,6.0,0,10,0.2,1.3,0
337,Bobby Brown,CLE,23,6,0,7,2,14,7.0,0,8,0.3,2.3,0
338,Reggie Brown,SEA,27,12,1,4,2,9,4.5,0,6,0.2,0.8,0
339,Kenny Bynum,SDG,26,14,0,2,2,13,6.5,0,7,0.1,0.9,0
340,Mike Cloud,KAN,25,16,4,2,2,16,8.0,0,13,0.1,1.0,0
341,Dameyune Craig,CAR,26,4,0,3,2,4,2.0,0,4,0.5,1.0,0
342,Shockmain Davis,NWE,23,12,1,11,2,12,6.0,0,9,0.2,1.0,0
343,Terrell Davis,DEN,28,5,4,2,2,4,2.0,0,5,0.4,0.8,1
344,Thabiti Davis,NYG,25,13,0,5,2,40,20.0,0,27,0.2,3.1,0
345,Jason Dunn,KAN,27,14,2,2,2,26,13.0,0,20,0.1,1.9,0
346,Deon Dyer,MIA,23,16,1,2,2,14,7.0,0,13,0.1,0.9,0
347,Damon Griffin,CIN,24,8,0,9,2,25,12.5,0,16,0.3,3.1,0
348,James Hodgins,STL,23,15,1,2,2,5,2.5,0,3,0.1,0.3,0
349,Desmond Howard*,DET,30,15,0,3,2,14,7.0,0,10,0.1,0.9,2
350,Travis McGriff,DEN,24,15,0,8,2,51,25.5,1,43,0.1,3.4,0
351,Dennis McKinley,ARI,24,16,0,4,2,13,6.5,0,9,0.1,0.8,0
352,Donovan McNabb*,PHI,24,16,16,4,2,5,2.5,0,3,0.1,0.3,7
353,Jeff Ogden,MIA,25,16,0,3,2,24,12.0,0,12,0.1,1.5,1
354,Harold Shaw,NWE,26,16,0,4,2,11,5.5,0,8,0.1,0.7,0
355,Paul Smith,SFO,22,10,0,3,2,55,27.5,0,47,0.2,5.5,2
356,Karl Williams,TAM,29,13,0,3,2,35,17.5,0,27,0.2,2.7,2
357,Terry Allen,NOR,32,4,3,1,1,7,7.0,0,7,0.3,1.8,0
358,Reggie Barlow,JAX,27,16,0,4,1,28,28.0,0,28,0.1,1.8,0
359,Marlon Barnes,CHI,24,13,0,3,1,7,7.0,0,7,0.1,0.5,1
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
360,Trung Canidate,STL,23,3,0,3,1,4,4.0,0,4,0.3,1.3,0
361,Robert Chancey,SDG,28,4,3,2,1,6,6.0,0,6,0.3,1.5,0
362,Chris Chandler,ATL,35,14,13,1,1,-4,-4.0,0,-4,0.1,-0.3,7
363,KaRon Coleman,DEN,22,9,0,3,1,5,5.0,0,5,0.1,0.6,2
364,Marcus Coleman,NYJ,26,16,16,2,1,45,45.0,1,45,0.1,2.8,1
365,Reggie Davis,SDG,24,10,0,1,1,8,8.0,0,8,0.1,0.8,0
366,Trent Dilfer,BAL,28,11,8,1,1,-1,-1.0,0,-1,0.1,-0.1,8
367,Dameane Douglas,PHI,24,6,0,4,1,9,9.0,0,9,0.2,1.5,0
368,Damon Dunn,2TM,24,4,0,1,1,6,6.0,0,6,0.3,1.5,1
369,Jumbo Elliott,NYJ,35,10,0,1,1,3,3.0,1,3,0.1,0.3,0
370,Zeron Flemister,WAS,24,5,0,2,1,8,8.0,0,8,0.2,1.6,0
371,Chris Floyd,2TM,25,13,0,,1,21,21.0,0,21,0.1,1.6,0
372,Jammi German,ATL,26,9,0,4,1,10,10.0,0,10,0.1,1.1,0
373,Herbert Goodman,GNB,23,5,0,1,1,0,0.0,0,0,0.2,0.0,2
374,Lenzie Jackson,CLE,23,5,0,3,1,5,5.0,0,5,0.2,1.0,0
375,Nate Jacquet,2TM,25,12,0,,1,25,25.0,0,25,0.1,2.1,3
376,Ronney Jenkins,SDG,23,16,0,2,1,1,1.0,0,1,0.1,0.1,3
377,Rob Johnson,BUF,27,12,11,1,1,-6,-6.0,0,-6,0.1,-0.5,4
378,Damon Jones,JAX,26,1,0,1,1,12,12.0,0,12,1.0,12.0,0
379,Brian Kinchen,CAR,35,16,0,1,1,7,7.0,0,7,0.1,0.4,0
380,Amp Lee,PHI,29,3,0,3,1,20,20.0,0,20,0.3,6.7,0
381,Dustin Lyman,CHI,24,14,7,3,1,4,4.0,0,4,0.1,0.3,0
382,Randall McDaniel*,TAM,36,16,16,2,1,2,2.0,1,2,0.1,0.1,0
383,Glyn Milburn,CHI,29,16,0,3,1,8,8.0,0,8,0.1,0.5,4
384,Billy Miller,DEN,23,12,0,4,1,7,7.0,0,7,0.1,0.6,0
385,Bubba Miller,PHI,27,16,16,1,1,9,9.0,0,9,0.1,0.6,0
386,Scottie Montgomery,DEN,22,4,0,1,1,10,10.0,0,10,0.3,2.5,0
387,Harold Morrow,MIN,27,16,0,1,1,2,2.0,0,2,0.1,0.1,0
388,David Palmer,MIN,28,6,0,1,1,-2,-2.0,0,-2,0.2,-0.3,1
389,Daryl Porter,BUF,26,16,0,1,1,44,44.0,0,44,0.1,2.8,0
Rk,,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
390,Jerry Porter,OAK,22,12,0,2,1,6,6.0,0,6,0.1,0.5,0
391,Damien Robinson,TAM,27,16,16,1,1,36,36.0,0,36,0.1,2.3,0
392,Tarek Saleh,CLE,26,16,0,2,1,22,22.0,0,22,0.1,1.4,0
393,Detron Smith,DEN,26,16,0,3,1,1,1.0,1,1,0.1,0.1,0
394,Maurice Smith,ATL,24,10,0,1,1,5,5.0,0,5,0.1,0.5,0
395,Aaron Stecker,TAM,25,10,0,1,1,15,15.0,0,15,0.1,1.5,1
396,Justin Swift,SFO,25,16,1,3,1,8,8.0,0,8,0.1,0.5,0
397,Jay Tant,ARI,23,5,0,2,1,4,4.0,0,4,0.2,0.8,0
398,Kyle Turley+,NOR,25,16,16,1,1,16,16.0,0,16,0.1,1.0,0
399,Alex Van Dyke,PHI,26,4,0,4,1,8,8.0,0,8,0.3,2.0,0
400,Troy Walters,MIN,24,12,0,1,1,5,5.0,0,5,0.1,0.4,2
401,Mike Wells,CHI,29,16,14,1,1,13,13.0,0,13,0.1,0.8,0
402,Clarence Williams,ARI,23,2,0,2,1,5,5.0,0,5,0.5,2.5,0
403,Charles Woodson*,OAK,24,16,16,2,1,8,8.0,0,8,0.1,0.5,0
404,Todd Yoder,TAM,22,9,0,3,1,1,1.0,0,1,0.1,0.1,1
